NOUN	WIKICONLL	REPUBBLICA	ITWAC
punti	0	0	1
caso	0	0	1
sacerdoti	0	0	1
trojan	0	0	2
furbi	0	0	1
madre	0	0	1
mappe	0	0	1
principi	0	0	1
inchieste	0	0	1
dualismo	0	0	1
commedia	0	0	1
demonio	0	0	1
destinatario	0	0	1
appassionati	0	0	1
casi	0	0	1
barca	0	0	1
traguardi	0	0	1
denuncia	0	0	1
interista	0	0	2
caratteri	0	0	2
taglio	0	0	1
inchiesta	0	0	1
pellicola	0	0	1
action	0	0	1
intrattenimento	0	0	1
lezione	0	0	1
fede	0	0	1
poeti	0	0	1
comandanti	0	0	1
topo	0	0	1
assessore	0	0	1
autista	0	0	1
comizio	0	0	1
stroncatura	0	0	1
caffè	0	0	1
comica	0	0	1
fumetto	0	0	1
fratelli	0	0	1
modem	0	0	1
bande	0	0	1
variabile	0	0	1
preferenze	0	0	1
provvedimento	0	0	1
paranoia	0	0	1
leggenda	0	0	1
cowboy	0	0	1
lettera	0	0	1
bollo	0	0	2
topi	0	0	1
quadri	0	0	1
continuity	0	0	1
reggae	0	0	1
risorgimento	0	0	2
arabo	0	0	1
axel	0	0	1
sondaggi	0	0	1
questione	0	0	1
divina	0	0	1
documenti	0	0	1
narrazioni	0	0	1
corso	0	0	1
soggetto	0	0	1
proposte	0	0	1
cronista	0	0	1
flamenco	0	0	1
ovale	0	0	1
cratere	0	0	1
anoressica	0	0	1
famiglia	0	0	1
thrilling	0	0	1
allievo	0	0	1
comicità	0	0	1
dub	0	0	1
obiettivo	0	0	1
interventi	0	0	1
cronache	0	0	1
morte	0	0	1
classicismo	0	0	1
gollista	0	0	1
interessati	0	0	1
regime	0	0	1
sofferenza	0	0	1
escrementi	0	0	1
root	0	0	3
confronto	0	0	1
artigianato	0	0	1
segnale	0	0	1
sovranità	0	0	1
razionalizzazione	0	0	1
seduta	0	0	1
