NOUN	WIKICONLL	REPUBBLICA	ITWAC
boli	0	0	1
fissazione	0	0	1
discovery	0	0	2
dub	0	0	1
deserto	0	0	1
direttiva	0	0	1
sequel	0	0	1
giuria	0	0	3
computer	0	0	4
cicli	0	0	1
quantistica	0	0	3
insegne	0	0	3
attività	0	0	1
interviste	0	0	3
reading	0	0	1
visioni	0	0	5
misura	0	0	2
strutturazione	0	0	1
bop	0	0	2
temporale	0	0	1
possesso	0	0	3
interpretazione	0	0	2
history	0	0	2
tempore	0	0	1
rinnovo	0	0	1
buddhista	0	0	2
now	0	0	1
configurazione	0	0	3
riunioni	0	0	1
consigli	0	0	2
compliance	0	0	1
integrazione	0	0	4
svezzamento	0	0	2
misurazione	0	0	1
creazione	0	0	2
mediazione	0	0	3
persecuzione	0	0	1
omogeneizzazione	0	0	4
sahara	0	0	2
check	0	0	4
canalizzazione	0	0	1
telefono	0	0	1
assembly	0	0	1
girotondi	0	0	1
settembre	0	0	5
alfa	0	0	1
fazione	0	0	2
impatto	0	0	3
spettacolo	0	0	4
entusiasti	0	0	1
breakfast	0	0	1
corteo	0	0	1
trasloco	0	0	1
genitali	0	0	2
tematica	0	0	1
interfaccia	0	0	2
correzione	0	0	1
docking	0	0	2
respirazione	0	0	1
augurio	0	0	2
disposizione	0	0	8
testate	0	0	1
pass	0	0	2
pagamenti	0	0	1
pareri	0	0	1
algebra	0	0	1
titoli	0	0	3
professionalità	0	0	6
coordinazione	0	0	3
aperitivo	0	0	4
sviluppo	0	0	3
muro	0	0	2
feriti	0	0	1
olocausto	0	0	1
emigrazione	0	0	4
compilazione	0	0	6
servizio	0	0	5
authentication	0	0	4
visite	0	0	4
filtri	0	0	2
crimini	0	0	1
reclutamento	0	0	3
movimento	0	0	1
n	0	0	1
doppiaggio	0	0	3
session	0	0	1
meeting	0	0	4
programming	0	0	1
weekend	0	0	2
navigazione	0	0	1
arabo	0	0	2
costruzioni	0	0	2
accoppiamento	0	0	2
impiego	0	0	4
fecondazione	0	0	3
incubazione	0	0	8
elaboratore	0	0	1
festivaliero	0	0	3
arte	0	0	3
rendering	0	0	2
fermento	0	0	2
workshop	0	0	2
ferenza	0	0	2
sale	0	0	1
digitali	0	0	1
catechesi	0	0	3
dinastia	0	0	2
indicizzazione	0	0	2
viz	0	0	5
dominio	0	0	3
scisma	0	0	1
franchista	0	0	1
citazioni	0	0	2
procedimento	0	0	2
edizione	0	0	4
manifestazione	0	0	4
repubblicano	0	0	2
nome	0	0	2
critico	0	0	1
critica	0	0	1
ulivisti	0	0	1
piacentini	0	0	1
version	0	0	1
commiato	0	0	1
orario	0	0	1
renaissance	0	0	1
nanna	0	0	1
contatto	0	0	6
adaptation	0	0	1
margherita	0	0	1
città	0	0	1
liberazione	0	0	5
gioco	0	0	2
prodotti	0	0	1
garanzia	0	0	1
spartizione	0	0	1
briefing	0	0	1
unità	0	0	1
cursore	0	0	1
compromesso	0	0	2
disposizioni	0	0	4
maternità	0	0	1
polemica	0	0	1
design	0	0	3
splatter	0	0	2
impressionisti	0	0	1
precipitazione	0	0	1
appenino	0	0	2
night	0	0	3
out	0	0	3
boucle	0	0	1
festa	0	0	2
verbali	0	0	2
predecessore	0	0	1
azzeramento	0	0	1
dialettica	0	0	1
catastrofe	0	0	3
presentazione	0	0	1
caratterizzazione	0	0	1
focus	0	0	1
appelli	0	0	1
ghiera	0	0	4
professionalizzazione	0	0	7
lavaggio	0	0	3
mit	0	0	1
istituzione	0	0	1
auto	0	0	1
service	0	0	2
moltiplicazione	0	0	1
morale	0	0	2
forum	0	0	2
targeting	0	0	1
lesioni	0	0	1
manierismo	0	0	1
ictus	0	0	1
pranzo	0	0	3
bando	0	0	3
mondo	0	0	1
giunta	0	0	1
sterilizzazione	0	0	1
legalità	0	0	1
escursione	0	0	1
tesi	0	0	3
capacità	0	0	2
pubblicizzazione	0	0	1
immagine	0	0	2
serate	0	0	2
versione	0	0	1
twin	0	0	1
contenuti	0	0	2
eredità	0	0	1
dizione	0	0	2
entrata	0	0	1
coscienza	0	0	2
scansione	0	0	2
professione	0	0	1
opening	0	0	1
dimensionamento	0	0	2
rap	0	0	1
olimpionico	0	0	1
assaggio	0	0	2
determinazioni	0	0	2
vaccinazioni	0	0	1
scolarizzazione	0	0	3
cataclisma	0	0	1
accelerazione	0	0	1
pull	0	0	1
working	0	0	1
qualificazioni	0	0	2
deposito	0	0	4
baseball	0	0	1
origini	0	0	1
audizioni	0	0	1
sito	0	0	1
documenti	0	0	1
promotore	0	0	1
regolamentazione	0	0	1
raffreddamento	0	0	2
guerre	0	0	1
stagnazione	0	0	2
islam	0	0	1
lezioni	0	0	1
piscina	0	0	1
mtv	0	0	1
salari	0	0	1
windows	0	0	2
partecipazione	0	0	2
ospedale	0	0	2
stipendi	0	0	1
discarica	0	0	2
conclusione	0	0	1
veggente	0	0	2
torneo	0	0	4
processi	0	0	1
sport	0	0	3
dialisi	0	0	2
lezione	0	0	1
tecnici	0	0	1
raffinazione	0	0	1
medicazione	0	0	1
portale	0	0	1
reato	0	0	2
informatica	0	0	1
aula	0	0	1
lampo	0	0	2
discipline	0	0	1
vision	0	0	3
tassazione	0	0	2
cubismo	0	0	1
materialismo	0	0	1
pellicola	0	0	1
ulivismo	0	0	1
filter	0	0	1
ricerche	0	0	1
ricevimento	0	0	1
roseto	0	0	1
miccia	0	0	1
abb	0	0	1
successo	0	0	1
inchieste	0	0	1
ciclismo	0	0	2
bloccaggio	0	0	1
campo	0	0	2
validazione	0	0	1
anoressiche	0	0	1
nazioni	0	0	1
autenticazione	0	0	3
market	0	0	1
teenager	0	0	1
disfacimento	0	0	1
vestizione	0	0	2
numero	0	0	1
teoria	0	0	1
ormoni	0	0	2
imposta	0	0	1
emancipazione	0	0	1
affaticamento	0	0	1
wto	0	0	2
battesimo	0	0	1
dirigenza	0	0	2
scritta	0	0	1
stalinismo	0	0	1
elenco	0	0	1
up	0	0	1
fatto	0	0	1
allestimento	0	0	2
aggressione	0	0	1
gel	0	0	1
anno	0	0	1
agonisti	0	0	1
kill	0	0	1
natal	0	0	1
meditazione	0	0	1
costituente	0	0	1
aria	0	0	1
palco	0	0	1
pensiero	0	0	1
preventivo	0	0	1
ristrutturazione	0	0	1
personalità	0	0	1
reinserimento	0	0	1
stampe	0	0	1
esibizione	0	0	1
torri	0	0	1
allineamento	0	0	1
procedura	0	0	8
aggiornamento	0	0	1
atterraggio	0	0	1
potenziale	0	0	1
attentato	0	0	1
calcio	0	0	1
sogno	0	0	1
sportello	0	0	1
scontrino	0	0	2
nostalgia	0	0	2
dati	0	0	1
fabbrica	0	0	1
militarizzazione	0	0	1
cd	0	0	1
regalo	0	0	1
casting	0	0	1
exposition	0	0	1
sessantottini	0	0	1
netscape	0	0	1
oggetto	0	0	1
edema	0	0	1
relatività	0	0	1
proiezioni	0	0	1
culto	0	0	1
figurazioni	0	0	1
orgasmo	0	0	1
telegiornale	0	0	1
play	0	0	2
competizione	0	0	1
penetrazione	0	0	2
acquisizione	0	0	2
lifting	0	0	1
letto	0	0	1
teatro	0	0	1
automatismi	0	0	1
fattura	0	0	1
accredito	0	0	2
script	0	0	2
duello	0	0	1
lumi	0	0	1
espansione	0	0	1
mutazioni	0	0	1
flamenco	0	0	1
jolly	0	0	1
civiltà	0	0	1
conversione	0	0	1
western	0	0	1
imaging	0	0	1
sessioni	0	0	1
critiche	0	0	1
trasferta	0	0	1
formati	0	0	2
alpini	0	0	1
candidature	0	0	1
maggio	0	0	1
persone	0	0	2
peeling	0	0	1
razionalista	0	0	1
censimento	0	0	1
muta	0	0	1
smaltimento	0	0	1
definizioni	0	0	1
benedettino	0	0	4
punti	0	0	1
affido	0	0	1
action	0	0	1
ristrutturazioni	0	0	1
maturazione	0	0	1
romance	0	0	1
umanesimo	0	0	2
espulsione	0	0	1
effetti	0	0	1
collezioni	0	0	2
cura	0	0	2
appennini	0	0	2
colonizzazione	0	0	1
graduatoria	0	0	1
tesseramento	0	0	1
diaspora	0	0	1
ingressi	0	0	4
periodo	0	0	1
edit	0	0	1
polling	0	0	3
stage	0	0	1
tipografia	0	0	1
abbuffata	0	0	1
notte	0	0	2
alfabeto	0	0	1
sapere	0	0	1
incremento	0	0	5
progettualità	0	0	1
insegna	0	0	1
chiamata	0	0	4
resoconto	0	0	1
pet	0	0	1
stress	0	0	1
maratona	0	0	2
fondatore	0	0	1
farmaco	0	0	1
piazza	0	0	1
febbre	0	0	2
avanspettacolo	0	0	2
implementazione	0	0	3
rassegna	0	0	1
depositi	0	0	1
risanamento	0	0	1
summer	0	0	1
fiera	0	0	1
sputtanamento	0	0	1
gold	0	0	1
allarmi	0	0	1
mania	0	0	1
transazione	0	0	1
licenziamento	0	0	1
corleonesi	0	0	1
manifesto	0	0	1
song	0	0	1
pc	0	0	1
eroina	0	0	1
umanità	0	0	1
stiramento	0	0	1
tempesta	0	0	1
lavori	0	0	1
intese	0	0	1
paternità	0	0	1
mambo	0	0	1
commento	0	0	1
atto	0	0	1
incendio	0	0	1
recensioni	0	0	1
tara	0	0	1
becchino	0	0	1
rivestimento	0	0	1
posti	0	0	1
museo	0	0	1
marvel	0	0	1
culture	0	0	1
macchiaioli	0	0	1
writing	0	0	1
chirurgia	0	0	1
university	0	0	1
abbronzatura	0	0	1
sbarco	0	0	1
caccia	0	0	1
nomine	0	0	1
trans	0	0	1
corporate	0	0	1
campionatore	0	0	1
anniversario	0	0	1
cid	0	0	1
