NOUN	WIKICONLL	REPUBBLICA	ITWAC
ustascia	1	0	2
vocalist	16	0	22
nome	1	0	1
internati	7	0	22
imperiali	1	0	0
circoscrizione	5	0	0
provincia	5	0	4
facoltà	1	0	1
duran	1	0	0
sacerdotessa	1	0	1
king	1	0	1
velivoli	1	0	1
spalla	4	0	0
yes	2	0	0
cdl	3	0	3
imprenditori	1	0	3
scalo	1	0	2
servitori	1	0	0
verdi	1	0	1
red	1	0	0
capitani	3	0	0
fantino	2	0	0
cotonificio	7	0	6
marca	2	0	0
eroi	2	0	4
lago	1	0	2
death	1	0	1
amicizia	1	0	0
prostitute	7	0	14
emigrati	1	0	14
divi	1	0	0
festival	1	0	0
maestra	3	0	0
telettra	1	0	0
apprendista	2	0	4
vendicatori	1	0	0
cavaliere	8	0	2
sviluppatori	1	0	2
briganti	1	0	0
cabina	1	0	2
identità	1	0	1
wrestler	6	0	7
bologna	1	0	0
guida	1	0	1
diessini	1	0	1
concorrente	1	0	4
squadre	2	0	1
automatic	1	0	0
consulenti	6	0	0
stabilimenti	4	0	3
chiese	1	0	0
uffici	4	0	12
falegnameria	1	0	9
theatre	1	0	0
chrysler	1	0	0
contee	2	0	0
doppiatore	1	0	0
reggino	1	0	0
leghisti	1	0	2
cerimoniere	1	0	0
duca	1	0	3
ospiti	1	0	1
cave	1	0	12
gi	1	0	0
edifici	1	0	1
emittente	1	0	0
publitalia	2	0	0
piemme	1	0	0
grand	1	0	0
refettorio	4	0	1
cavalieri	3	0	1
club	2	0	0
francesi	1	0	0
chiostro	4	0	3
parrocchiani	1	0	2
ferriere	1	0	1
professoressa	1	0	0
ingresso	1	0	0
marinai	2	0	2
museo	2	0	3
parroci	1	0	1
disabilità	1	0	1
scuderie	4	0	21
reporter	2	0	1
femmina	1	0	0
saint	1	0	0
podestà	1	0	1
biglietteria	1	0	0
cucina	2	0	2
aol	1	0	0
purple	1	0	0
serie	1	0	1
conduttori	1	0	0
cacciatori	1	0	2
orchid	1	0	0
rabbino	1	0	5
ppi	1	0	5
miglioristi	1	0	0
erede	1	0	0
prefettura	1	0	0
ospizio	3	0	3
usaf	8	0	0
raf	7	0	0
norvegesi	1	0	0
pakistani	1	0	0
luftwaffe	5	0	0
baroni	1	0	5
municipio	1	0	9
cattedrali	1	0	0
us	9	0	0
repubblicano	2	0	4
fisico	1	0	1
giardino	2	0	2
ferrovie	1	0	3
osservatorio	1	0	0
cristiani	1	0	2
record	1	0	0
luogotenente	4	0	6
sigla	1	0	0
usa	2	0	0
guerriero	1	0	0
letterina	1	0	19
gf	1	0	1
bus	1	0	0
macello	1	0	26
material	1	0	0
lager	2	0	2
lover	1	0	0
valuta	1	0	0
frequentatori	1	0	0
fab	1	0	0
udr	2	0	0
gangster	1	0	1
brigadieri	1	0	0
utenti	2	0	12
brigate	2	0	0
no	1	0	1
riserva	1	0	4
ninja	2	0	0
stato	6	0	5
sacerdoti	5	0	2
dalmazia	1	0	0
associati	1	0	0
missionario	1	0	1
buono	1	0	0
patrimonio	1	0	0
centro	3	0	16
complesso	1	0	4
carabinieri	4	0	5
cotral	1	0	0
protettore	4	0	5
distretto	3	0	1
demone	1	0	27
somalia	2	0	0
armatore	2	0	0
volontari	1	0	24
fl	1	0	0
agip	1	0	0
palude	1	0	0
tiratore	1	0	0
contea	2	0	0
danzatore	2	0	1
regioni	1	0	0
river	1	0	0
ordine	1	0	0
label	1	0	0
medicine	1	0	0
mister	1	0	0
milizia	1	0	2
ms	1	0	0
nazionali	1	0	0
guardiani	2	0	0
cagliari	1	0	0
mutante	2	0	0
piscine	1	0	0
montedison	4	0	0
rocker	1	0	1
abbazia	3	0	2
frutteto	1	0	0
compagnie	1	0	0
avio	3	0	0
leggenda	1	0	0
macelli	1	0	10
sciatore	1	0	0
tribuno	3	0	1
linee	3	0	0
le	1	0	1
trafficante	1	0	0
barbieri	3	0	0
cuore	1	0	1
ranger	2	0	1
apostolo	1	0	0
ricovero	1	0	0
borghi	1	0	0
lazzaretto	1	0	0
scagnozzo	4	0	0
cacciatore	4	0	10
superiore	1	0	0
internato	1	0	4
torrente	1	0	0
cartiera	2	0	2
sinagoga	5	0	1
cantina	2	0	4
torre	1	0	1
alcova	1	0	0
cecchino	1	0	0
models	1	0	0
autostrade	1	0	0
produttore	2	0	6
soprintendente	1	0	0
secondino	1	0	1
predicatore	1	0	0
small	1	0	0
delegazioni	1	0	1
aristocratico	1	0	0
conservatorio	2	0	0
tutore	1	0	3
mickey	1	0	0
discarica	1	0	1
schiava	1	0	2
religiosi	1	0	0
ministre	1	0	2
cantine	1	0	0
ciclista	4	0	9
sciamano	1	0	0
fratelli	1	0	4
lion	2	0	0
art.	2	0	0
gesuiti	1	0	2
camerati	1	0	18
forti	1	0	1
classe	2	0	4
nuovo	2	0	1
brigadiere	3	0	1
ferrarista	1	0	1
gladiatore	2	0	1
bimbo	1	0	0
dominio	2	0	0
cosmos	1	0	0
produttori	1	0	0
college	1	0	0
quadreria	1	0	0
trofeo	1	0	0
galleria	2	0	2
addestratore	1	0	2
frazioni	2	0	0
valdarno	1	0	0
magazziniere	1	0	0
volontaria	1	0	1
voti	1	0	4
possesso	1	0	0
belghe	1	0	0
piranha	1	0	0
poliziotta	1	0	0
musulmani	1	0	0
anfiteatro	1	0	0
mercato	1	0	10
subordinati	1	0	0
compagnia	3	0	2
ilva	3	0	1
torturatore	1	0	0
ds	3	0	2
tubi	1	0	0
locali	2	0	1
abarth	1	0	0
pretori	1	0	3
conca	1	0	0
jedi	1	0	10
anarchico	2	0	3
fisici	1	0	1
cannoniere	1	0	0
inter	1	0	1
nhl	4	0	3
np	1	0	0
custodi	1	0	0
abitazione	1	0	1
chirurgo	1	0	0
distretti	6	0	0
druido	1	0	0
pretura	2	0	8
carrozzeria	1	0	0
golfista	2	0	0
mercenario	1	0	3
pirata	4	0	2
patrono	1	0	0
baritono	1	0	2
miliziani	1	0	10
ferrovia	1	0	4
aristocratici	2	0	0
legionari	1	0	3
diocesi	2	0	0
reggente	2	0	2
general	1	0	0
sicario	1	0	0
lottatore	2	0	6
datore	1	0	14
signori	1	0	2
human	1	0	0
zecca	1	0	0
formula	1	0	0
centrocampista	1	0	9
ausiliari	1	0	0
carica	1	0	0
condannato	2	0	2
devoti	1	0	4
san	1	0	0
emeroteca	1	0	0
salone	1	0	1
bey	1	0	0
prato	1	0	0
officine	1	0	13
cirielli	1	0	30
saletta	3	0	0
nobili	3	0	4
clamp	1	0	0
jugoslavo	1	0	3
lege	2	0	93
fermata	1	0	0
elementi	1	0	0
ghetto	1	0	0
comete	1	0	2
bel	1	0	0
libreria	1	0	0
viva	1	0	0
feudatari	2	0	2
installazione	1	0	0
petroliere	1	0	0
studio	2	0	2
reattore	1	0	0
sito	1	0	2
cappuccino	1	0	0
profumeria	2	0	0
minardi	1	0	0
ordinanza	3	0	1
rappresentanti	1	0	0
motociclista	1	0	2
truffatore	1	0	1
dispensa	1	0	2
regista	1	0	6
bancaria	1	0	0
ebreo	1	0	1
asilo	1	0	12
baikal	3	0	0
artista	1	0	0
regnante	1	0	0
affiliati	1	0	0
venom	1	0	0
members	1	0	1
ducati	1	0	2
virtus	1	0	0
sa	1	0	0
governante	1	0	2
centri	3	0	6
suocera	1	0	8
schiave	1	0	0
meccanici	1	0	0
sdi	1	0	0
banconota	1	0	0
cavia	1	0	0
justice	1	0	1
cit	1	0	0
ariani	1	0	0
servizio	1	0	1
strega	1	0	13
obitorio	1	0	1
investigatore	1	0	4
lord	1	0	0
capoluogo	1	0	0
amiche	1	0	0
biblioteca	1	0	7
schiavista	1	0	0
clave	1	0	0
nessuno	1	0	0
conservatore	1	0	0
traditore	1	0	1
fornitore	1	0	0
santuario	1	0	0
curatore	1	0	0
frankenstein	1	0	0
influenza	1	0	0
baracca	1	0	0
studentesse	1	0	4
pastificio	1	0	0
vicario	1	0	0
energy	1	0	0
frate	2	0	1
creditore	1	0	0
coinquilino	2	0	3
lanterna	1	0	0
gesuita	1	0	5
rimini	1	0	0
roma	1	0	0
arbitri	1	0	2
titolo	1	0	0
chain	1	0	0
pieve	1	0	0
soubrette	1	0	7
bambino	1	0	14
villaggio	1	0	3
governatori	1	0	0
agricoltore	1	0	1
liceo	1	0	3
strade	1	0	3
idraulico	1	0	0
guardiano	1	0	2
parrocchia	1	0	3
geisha	1	0	0
panathinaikos	1	0	1
informatori	1	0	0
piscina	1	0	4
animatore	1	0	0
progettista	2	0	0
beauty	2	0	0
seminario	1	0	11
cons	1	0	0
suolo	1	0	0
controparte	1	0	0
caccia	1	0	0
sponsor	1	0	0
popolari	1	0	0
core	2	0	0
taker	1	0	0
centurione	1	0	0
zuccherificio	1	0	4
mercante	1	0	0
avversaria	1	0	0
teppisti	1	0	1
titan	1	0	0
list	2	0	0
mondi	1	0	0
birmania	0	0	18
kyuss	0	0	5
company	0	0	2
servo	0	0	1
commessa	0	0	5
contendenti	0	0	1
padre	0	0	4
op	0	0	17
fotografo	0	0	9
former	0	0	2
anarchici	0	0	5
porto	0	0	4
pediatra	0	0	2
sezione	0	0	8
csi	0	0	14
azzurri	0	0	1
testimone	0	0	4
fumatrici	0	0	3
deejay	0	0	3
progetto	0	0	3
cortile	0	0	1
rocket	0	0	1
gendarme	0	0	1
polistrumentista	0	0	2
concorrenti	0	0	1
blade	0	0	1
erasmus	0	0	6
locomotiva	0	0	3
condottiero	0	0	3
conigliette	0	0	4
passeggeri	0	0	3
conduttrice	0	0	2
omi	0	0	29
ccd	0	0	3
direzione	0	0	1
gestione	0	0	2
borsisti	0	0	12
obiettori	0	0	14
pionieri	0	0	2
dopato	0	0	2
birreria	0	0	15
daewoo	0	0	4
carcerieri	0	0	1
coppie	0	0	5
orfanotrofi	0	0	25
lavoratrice	0	0	1
virago	0	0	3
protagoniste	0	0	1
magazzini	0	0	15
pescheria	0	0	23
minoranze	0	0	3
hacker	0	0	5
manifattura	0	0	9
fila	0	0	1
strozzi	0	0	1
graduatorie	0	0	2
detective	0	0	5
my	0	0	2
ottimisti	0	0	1
economia	0	0	1
manovale	0	0	3
far	0	0	10
tecnici	0	0	30
professor	0	0	1
delegato	0	0	2
fumatore	0	0	28
europei	0	0	1
adolescente	0	0	1
mastino	0	0	69
associazioni	0	0	1
giochi	0	0	4
sassofonista	0	0	1
tracciato	0	0	4
fabbriche	0	0	4
maggie	0	0	1
sceneggiatrice	0	0	2
palazzetto	0	0	6
eca	0	0	4
rais	0	0	7
telecomunicazioni	0	0	1
hospital	0	0	1
dipartimento	0	0	4
secondi	0	0	1
indennità	0	0	8
ambientalista	0	0	3
media	0	0	2
categoria	0	0	6
flirt	0	0	1
screaming	0	0	6
persia	0	0	4
pornostar	0	0	6
laico	0	0	12
osservatore	0	0	12
miniere	0	0	8
velina	0	0	19
golgi	0	0	1
mercati	0	0	7
italiano	0	0	3
publisher	0	0	3
regia	0	0	1
liceali	0	0	8
gladiatori	0	0	1
lavoratore	0	0	4
m	0	0	2
carità	0	0	1
festività	0	0	41
prefetti	0	0	8
convenzione	0	0	27
feudatario	0	0	1
balia	0	0	2
chitarra	0	0	3
regie	0	0	1
laboratorio	0	0	3
centrali	0	0	10
università	0	0	1
personale	0	0	1
harlem	0	0	1
micio	0	0	1
hole	0	0	5
sindone	0	0	1
leasing	0	0	1
scassinatore	0	0	3
hooligan	0	0	2
sceneggiatori	0	0	1
lazzaroni	0	0	7
banda	0	0	3
naufraghi	0	0	2
inceneritore	0	0	3
camera	0	0	4
cor	0	0	1
cop	0	0	1
ps	0	0	3
massoni	0	0	1
cuoco	0	0	6
tempore	0	0	7
laguna	0	0	1
dio	0	0	2
japan	0	0	1
clero	0	0	2
veline	0	0	18
delinquenti	0	0	1
lire	0	0	12
arcivescovo	0	0	1
bibliotecari	0	0	2
osservatori	0	0	3
demoni	0	0	9
promesse	0	0	2
industriali	0	0	2
bagnina	0	0	6
ditta	0	0	8
provveditorato	0	0	11
smashing	0	0	5
work	0	0	1
staff	0	0	2
mensa	0	0	5
connazionale	0	0	4
colosso	0	0	3
documentarista	0	0	2
noleggio	0	0	9
utente	0	0	8
fondo	0	0	4
postini	0	0	2
olio	0	0	2
ceo	0	0	5
francese	0	0	1
zoo	0	0	6
tifoso	0	0	1
lavoratrici	0	0	3
modello	0	0	5
precario	0	0	2
laboratori	0	0	8
mediatore	0	0	2
moschea	0	0	2
europarlamentare	0	0	4
magneti	0	0	3
gestori	0	0	4
minor	0	0	1
dag	0	0	1
proletariato	0	0	4
provveditorati	0	0	13
daytona	0	0	1
cowboy	0	0	2
impianto	0	0	5
p	0	0	2
consiglio	0	0	5
ginnasta	0	0	1
vigili	0	0	3
lounge	0	0	3
sinapsi	0	0	1
ordinovisti	0	0	8
camerata	0	0	2
dg	0	0	4
stampatori	0	0	1
monarchia	0	0	1
dive	0	0	1
comunità	0	0	1
style	0	0	1
caratterista	0	0	2
fragole	0	0	2
esposti	0	0	7
rockstar	0	0	2
terza	0	0	1
finsiel	0	0	2
zaino	0	0	1
custode	0	0	1
mandatario	0	0	1
istituti	0	0	7
lavoro	0	0	6
farmacista	0	0	3
gdr	0	0	1
odontotecnico	0	0	3
skinhead	0	0	1
monete	0	0	1
addetti	0	0	10
tute	0	0	2
ricoveri	0	0	1
inquilina	0	0	3
istituzioni	0	0	2
guerriglia	0	0	1
fantasy	0	0	1
coinquilini	0	0	7
juventina	0	0	1
forzati	0	0	36
rifugiati	0	0	1
camorrista	0	0	1
foresta	0	0	2
imperialismo	0	0	2
bolide	0	0	1
apprendisti	0	0	2
rasta	0	0	2
codino	0	0	8
arrampicatore	0	0	3
nova	0	0	1
quadro	0	0	1
giurati	0	0	1
drone	0	0	1
droni	0	0	2
borg	0	0	1
account	0	0	1
proconsole	0	0	1
leaders	0	0	1
riforma	0	0	1
nunzio	0	0	1
canale	0	0	1
loggia	0	0	1
bad	0	0	2
meta	0	0	2
scuderia	0	0	2
peschereccio	0	0	1
popolo	0	0	1
sessuologa	0	0	1
mm	0	0	2
protettorato	0	0	5
invasori	0	0	2
tiro	0	0	1
police	0	0	4
cult	0	0	1
consumatori	0	0	2
speaker	0	0	2
cattolico	0	0	1
bottega	0	0	2
lettore	0	0	3
isef	0	0	5
posto	0	0	1
dead	0	0	2
abusi	0	0	1
mega	0	0	1
scisma	0	0	5
circoscrizioni	0	0	1
starlet	0	0	3
docenti	0	0	2
byrds	0	0	4
rapper	0	0	1
stuntman	0	0	3
profughi	0	0	2
falange	0	0	3
vj	0	0	3
parco	0	0	2
turista	0	0	1
lavanderia	0	0	8
vincitore	0	0	2
bimba	0	0	1
chef	0	0	2
asili	0	0	1
bidello	0	0	3
giunta	0	0	1
teppista	0	0	7
profeta	0	0	1
tedeschi	0	0	1
corona	0	0	1
giacobino	0	0	2
allenatori	0	0	3
biker	0	0	4
living	0	0	1
vicini	0	0	2
madre	0	0	1
bionda	0	0	2
traduttrice	0	0	1
posizione	0	0	2
biologo	0	0	1
arancia	0	0	2
laziale	0	0	6
mar	0	0	1
gallerie	0	0	4
senatrice	0	0	2
partecipanti	0	0	2
automobilista	0	0	1
cnr	0	0	3
polemista	0	0	1
comico	0	0	1
modelli	0	0	1
campeggio	0	0	1
qualifiche	0	0	7
serre	0	0	2
deroghe	0	0	1
lavori	0	0	2
palavobis	0	0	4
reference	0	0	5
bibliotecario	0	0	3
spiaggia	0	0	1
spazi	0	0	1
potenti	0	0	1
team	0	0	1
vampiro	0	0	3
ateneo	0	0	1
tribunale	0	0	6
emigrante	0	0	2
morti	0	0	1
bianconero	0	0	2
ragazzino	0	0	2
co.co.co	0	0	5
gentiluomo	0	0	1
presidentessa	0	0	2
antille	0	0	2
esistenza	0	0	1
mtv	0	0	2
producer	0	0	1
spacciatore	0	0	1
commissaria	0	0	5
mozione	0	0	3
acrobata	0	0	1
piazza	0	0	1
magistero	0	0	7
inquisizione	0	0	1
body	0	0	1
pressione	0	0	1
borsista	0	0	5
ministra	0	0	7
autonomia	0	0	1
titolarità	0	0	10
presidenza	0	0	1
esperienze	0	0	1
priore	0	0	4
dj	0	0	3
elite	0	0	2
agenzie	0	0	2
aiuti	0	0	1
worldcom	0	0	2
maoista	0	0	2
benelli	0	0	2
mezzadri	0	0	2
capra	0	0	2
infermeria	0	0	1
insediamenti	0	0	1
posti	0	0	2
gim	0	0	1
chievo	0	0	1
vivaio	0	0	4
raffinerie	0	0	1
sesso	0	0	3
locanda	0	0	1
minorenni	0	0	5
prove	0	0	1
bardi	0	0	1
principessa	0	0	1
soka	0	0	3
dream	0	0	1
guerra	0	0	2
cinodromo	0	0	6
pomeriggio	0	0	1
caffaro	0	0	1
struttura	0	0	1
signor	0	0	2
ragazzini	0	0	2
cska	0	0	1
baath	0	0	2
playboy	0	0	2
bunker	0	0	1
fondazione	0	0	1
alloggi	0	0	1
ruolo	0	0	2
nemiche	0	0	1
satanista	0	0	1
mano	0	0	1
cuochi	0	0	1
titoli	0	0	1
gregari	0	0	2
programmatori	0	0	2
governi	0	0	1
abate	0	0	3
cargo	0	0	1
nomi	0	0	1
baathisti	0	0	10
costola	0	0	2
collocamento	0	0	1
sol	0	0	1
benedettino	0	0	4
stasi	0	0	5
menestrello	0	0	2
sorella	0	0	1
alunne	0	0	9
commissione	0	0	1
autore	0	0	2
monasteri	0	0	2
editorialista	0	0	3
informatica	0	0	3
randagi	0	0	1
massone	0	0	3
enel	0	0	4
it	0	0	1
gatto	0	0	4
elettricista	0	0	1
polimeri	0	0	1
polimero	0	0	1
leoni	0	0	2
cineforum	0	0	2
letto	0	0	3
giacobini	0	0	1
disposizione	0	0	1
rivista	0	0	1
devoto	0	0	4
domicilio	0	0	1
invasore	0	0	1
a	0	0	2
tensione	0	0	1
cyborg	0	0	1
capofila	0	0	3
missionari	0	0	3
emergenza	0	0	2
prati	0	0	1
alberghi	0	0	1
om	0	0	2
cattolici	0	0	3
christmas	0	0	1
belga	0	0	1
viadotto	0	0	4
pagliaccio	0	0	1
nemesi	0	0	1
metallari	0	0	1
trio	0	0	1
frontiera	0	0	1
mercatino	0	0	1
ottimista	0	0	2
malatesta	0	0	1
magic	0	0	1
secondo	0	0	2
registi	0	0	1
autorità	0	0	1
anoressiche	0	0	2
viaggiatori	0	0	1
serravalle	0	0	7
nuora	0	0	4
sahara	0	0	3
operatore	0	0	1
becchino	0	0	2
fenomeno	0	0	1
allevatore	0	0	2
polmone	0	0	2
abbonato	0	0	2
led	0	0	1
credito	0	0	1
chief	0	0	1
astro	0	0	3
maggiordomo	0	0	2
e	0	0	2
relatrice	0	0	2
global	0	0	1
mandarini	0	0	2
folletto	0	0	1
dogana	0	0	5
costituzione	0	0	1
favorito	0	0	1
squadristi	0	0	3
acquario	0	0	2
beneficiari	0	0	1
ensemble	0	0	2
maccabi	0	0	1
fonico	0	0	1
president	0	0	2
vianini	0	0	1
granata	0	0	2
feudi	0	0	1
mannequin	0	0	2
regolarizzazione	0	0	2
panificio	0	0	3
neurone	0	0	1
costo	0	0	1
vedova	0	0	1
vulcano	0	0	3
corsisti	0	0	14
frattura	0	0	1
golpisti	0	0	4
criminologo	0	0	1
dono	0	0	1
progressista	0	0	3
pere	0	0	1
soggiorno	0	0	1
industriale	0	0	1
joker	0	0	1
fiume	0	0	6
forno	0	0	1
oasi	0	0	1
conduzione	0	0	1
sport	0	0	10
ispettorato	0	0	4
trasporti	0	0	1
alcolista	0	0	15
plasma	0	0	1
procura	0	0	5
causa	0	0	1
sangue	0	0	1
formazione	0	0	1
point	0	0	1
hobbit	0	0	3
mostra	0	0	2
abitante	0	0	2
coop	0	0	1
blog	0	0	3
holding	0	0	1
tesoro	0	0	2
parmense	0	0	3
scenari	0	0	1
pasticceria	0	0	1
verde	0	0	3
pubblicitario	0	0	1
ulivista	0	0	1
guidatore	0	0	2
cucciolo	0	0	2
weimar	0	0	1
sale	0	0	1
factory	0	0	4
mutua	0	0	1
avvocati	0	0	3
architetti	0	0	3
fante	0	0	2
fattoria	0	0	1
nerd	0	0	1
itc	0	0	2
performer	0	0	2
parrucchiera	0	0	2
meteora	0	0	1
gnocchi	0	0	1
cortina	0	0	3
prussia	0	0	1
legge	0	0	15
contingenti	0	0	1
td	0	0	1
rage	0	0	1
lavatoio	0	0	1
mangiafuoco	0	0	2
caffetteria	0	0	2
driver	0	0	1
acciaieria	0	0	1
udinese	0	0	3
responsabili	0	0	3
separatista	0	0	1
bagno	0	0	1
autori	0	0	2
pensionato	0	0	1
mangiamorte	0	0	5
testimoni	0	0	2
piattaforma	0	0	1
giardini	0	0	2
box	0	0	3
basi	0	0	3
suddito	0	0	1
regimi	0	0	1
lettere	0	0	2
scienze	0	0	1
geografia	0	0	1
fondi	0	0	1
ciel	0	0	1
make	0	0	1
condomini	0	0	1
insegna	0	0	1
pusher	0	0	1
obiettore	0	0	3
bat	0	0	1
k	0	0	1
coscienza	0	0	1
volontario	0	0	2
templari	0	0	1
pierino	0	0	1
montatore	0	0	1
serial	0	0	1
marelli	0	0	1
dittatori	0	0	1
bacino	0	0	2
scienziati	0	0	2
ciclisti	0	0	2
belligerante	0	0	1
pregiudicato	0	0	1
ricercatrice	0	0	1
volontariato	0	0	1
sudtirolo	0	0	1
netscape	0	0	1
commesso	0	0	1
sposi	0	0	4
mps	0	0	1
transilvania	0	0	2
consorzi	0	0	1
chiesetta	0	0	4
livornese	0	0	1
lettrice	0	0	2
organi	0	0	3
pallone	0	0	2
sorvegliante	0	0	1
consigliera	0	0	1
blogger	0	0	3
pellegrini	0	0	2
neo	0	0	2
domini	0	0	1
sistema	0	0	2
moto	0	0	3
supereroi	0	0	1
tirocinanti	0	0	2
fax	0	0	1
integralisti	0	0	1
tdg	0	0	6
ladri	0	0	3
condominio	0	0	1
dea	0	0	1
teenager	0	0	1
duce	0	0	1
colonialisti	0	0	2
subacquei	0	0	1
squatter	0	0	2
gun	0	0	2
nazionalisti	0	0	1
paradisi	0	0	1
aula	0	0	3
gallerista	0	0	1
chat	0	0	1
showgirl	0	0	2
inviato	0	0	3
muro	0	0	1
portafogli	0	0	1
spasimante	0	0	2
concittadini	0	0	1
valori	0	0	1
manga	0	0	3
frontalieri	0	0	4
finanza	0	0	2
ferrovieri	0	0	4
boy	0	0	1
caporale	0	0	1
controllore	0	0	2
novità	0	0	1
country	0	0	2
liberal	0	0	1
sas	0	0	2
sperimentazione	0	0	1
rettori	0	0	2
formatori	0	0	1
odontoiatra	0	0	1
tata	0	0	1
cannibale	0	0	1
monaca	0	0	1
promotore	0	0	3
cella	0	0	2
nets	0	0	1
fiorentino	0	0	1
imola	0	0	2
puttana	0	0	1
quattordicenni	0	0	1
siti	0	0	1
cartiere	0	0	3
capolista	0	0	3
tutor	0	0	1
pa	0	0	1
psichiatra	0	0	4
omonimo	0	0	1
sacro	0	0	1
olimpionico	0	0	1
allevatori	0	0	1
kamikaze	0	0	1
still	0	0	1
fanti	0	0	1
mr	0	0	2
imbarcazione	0	0	2
strutture	0	0	2
banco	0	0	2
cieco	0	0	2
blur	0	0	1
attenzione	0	0	1
batteria	0	0	2
batterie	0	0	1
ina	0	0	2
streghe	0	0	1
eagle	0	0	1
corrente	0	0	1
gendarmi	0	0	2
romana	0	0	1
incubo	0	0	2
marocchino	0	0	1
mattarello	0	0	2
carnefice	0	0	1
ispettori	0	0	1
ussl	0	0	4
finance	0	0	1
vol	0	0	1
monte	0	0	1
ribellione	0	0	3
cetra	0	0	1
ad	0	0	1
ater	0	0	1
fede	0	0	1
fattorie	0	0	1
dr	0	0	1
impianti	0	0	3
cortona	0	0	1
andreottiani	0	0	1
lupo	0	0	1
bonelli	0	0	4
ipsia	0	0	1
reclusi	0	0	1
single	0	0	2
attivisti	0	0	1
correntista	0	0	1
z	0	0	3
s	0	0	1
graduatoria	0	0	1
estimatore	0	0	1
proporzionalista	0	0	1
europeista	0	0	1
contratto	0	0	1
acna	0	0	1
boyfriend	0	0	3
casalinga	0	0	1
polenghi	0	0	1
possibilità	0	0	1
censore	0	0	1
reparto	0	0	2
player	0	0	1
matricole	0	0	1
fumettista	0	0	2
rimborso	0	0	1
assegnazione	0	0	1
salernitano	0	0	2
protocollo	0	0	1
neologismo	0	0	1
usuraio	0	0	1
modelle	0	0	1
ciellino	0	0	1
matematico	0	0	1
foglio	0	0	1
fanatici	0	0	1
debitori	0	0	1
studi	0	0	1
commi	0	0	4
duro	0	0	1
baraccopoli	0	0	1
palestra	0	0	2
cogne	0	0	1
hangar	0	0	1
patrioti	0	0	2
porno	0	0	1
comprensori	0	0	1
hackers	0	0	1
mura	0	0	1
affidamenti	0	0	2
correnti	0	0	1
amministrazione	0	0	2
scissione	0	0	1
libri	0	0	1
dilettante	0	0	1
duellanti	0	0	2
r	0	0	1
futuro	0	0	1
podista	0	0	2
pontremoli	0	0	1
alpino	0	0	1
archivista	0	0	3
policlinico	0	0	1
laureati	0	0	1
opificio	0	0	2
parassiti	0	0	2
général	0	0	1
macellaio	0	0	2
height	0	0	1
palle	0	0	1
zombies	0	0	1
desaparecidos	0	0	1
obesi	0	0	1
banditi	0	0	2
psicoterapeuta	0	0	1
bambola	0	0	2
canapificio	0	0	6
addetto	0	0	2
byrd	0	0	1
iena	0	0	4
circle	0	0	1
madonna	0	0	1
obbligo	0	0	2
fassa	0	0	1
istrione	0	0	2
organizzatore	0	0	1
bottiglie	0	0	2
risparmiatori	0	0	1
nolo	0	0	2
timpani	0	0	1
embrione	0	0	1
segr	0	0	1
raffineria	0	0	1
all	0	0	1
divisioni	0	0	1
divisione	0	0	3
giacca	0	0	1
dipendenze	0	0	1
inserviente	0	0	1
discariche	0	0	1
prigioni	0	0	1
gobbo	0	0	2
moviola	0	0	1
carriera	0	0	5
dilettanti	0	0	2
baluardo	0	0	2
universitari	0	0	1
auto	0	0	1
animals	0	0	3
asl	0	0	1
cfr	0	0	1
rpr	0	0	1
udf	0	0	1
saline	0	0	2
man	0	0	1
album	0	0	1
padrona	0	0	3
milanesi	0	0	1
free	0	0	1
scenografo	0	0	1
premio	0	0	1
idonei	0	0	1
tempo	0	0	8
obiettivo	0	0	1
creditori	0	0	1
nobile	0	0	2
up	0	0	1
cadavere	0	0	2
sedicenni	0	0	1
comando	0	0	1
pollaio	0	0	1
operatori	0	0	2
reparti	0	0	2
celle	0	0	1
phoenix	0	0	2
comica	0	0	1
borgo	0	0	1
giustiziere	0	0	1
saeco	0	0	2
corporazione	0	0	1
pascoli	0	0	2
kula	0	0	1
capitolo	0	0	1
spazio	0	0	1
collettivo	0	0	1
interventisti	0	0	1
riformisti	0	0	1
richiedente	0	0	1
dispensario	0	0	4
ufologo	0	0	1
conegliano	0	0	1
vodafone	0	0	1
firmatario	0	0	1
machine	0	0	1
peccatore	0	0	2
negozio	0	0	1
soft	0	0	1
maternità	0	0	1
anti	0	0	1
regione	0	0	1
commercialista	0	0	1
industria	0	0	1
corpo	0	0	1
goto	0	0	1
abitazioni	0	0	2
running	0	0	1
tabella	0	0	1
depresso	0	0	1
coro	0	0	1
liceale	0	0	1
stream	0	0	1
operation	0	0	1
servizi	0	0	3
legal	0	0	1
generation	0	0	1
digital	0	0	1
stagisti	0	0	1
bambine	0	0	1
femme	0	0	2
consumatore	0	0	1
credenti	0	0	2
avanguardisti	0	0	1
polo	0	0	1
smoker	0	0	1
primavera	0	0	1
soul	0	0	1
drummer	0	0	1
propaganda	0	0	1
queens	0	0	1
inquisiti	0	0	1
cus	0	0	1
difetti	0	0	1
gollista	0	0	1
brun	0	0	2
supporter	0	0	1
wwf	0	0	2
progetti	0	0	1
soldi	0	0	1
ubriaco	0	0	2
torri	0	0	1
mendicante	0	0	1
vita	0	0	1
mambo	0	0	1
disc	0	0	1
ultrà	0	0	1
geologo	0	0	1
metano	0	0	1
pres	0	0	3
aspettativa	0	0	1
