NOUN	WIKICONLL	REPUBBLICA	ITWAC
ideologia	0	0	1
stili	0	0	1
estetista	0	0	1
nazionale	0	0	1
assistente	0	0	1
faccendiere	0	0	1
engineering	0	0	3
giurisdizione	0	0	1
arbitri	0	0	1
acquirente	0	0	1
federalisti	0	0	2
taumaturgo	0	0	1
politicanti	0	0	1
teologia	0	0	2
collezionisti	0	0	2
razionalismo	0	0	1
contenimento	0	0	2
famiglie	0	0	3
commercianti	0	0	1
cool	0	0	1
laicismo	0	0	1
concittadini	0	0	1
divorziati	0	0	2
sciacallo	0	0	1
sigla	0	0	1
fans	0	0	1
urbanizzazione	0	0	1
giocatori	0	0	1
prelato	0	0	1
amministratori	0	0	2
carabiniere	0	0	1
bandiera	0	0	1
lettori	0	0	1
nonna	0	0	1
fondatore	0	0	1
matrimonio	0	0	2
statista	0	0	1
sponsorizzazione	0	0	1
concertazione	0	0	2
amicizia	0	0	1
edonismo	0	0	2
associazioni	0	0	1
delinquenti	0	0	1
wave	0	0	1
pacifismo	0	0	2
fiorentino	0	0	1
allenatori	0	0	2
progetti	0	0	1
pirata	0	0	1
mail	0	0	1
oggetto	0	0	1
intellettualismo	0	0	1
requisiti	0	0	1
podisti	0	0	1
austriaci	0	0	1
romani	0	0	1
soldato	0	0	1
kolossal	0	0	1
democrazie	0	0	2
parcheggio	0	0	1
bulgaro	0	0	1
librai	0	0	1
space	0	0	1
regnanti	0	0	1
compositore	0	0	1
redazione	0	0	1
monopolista	0	0	1
rivelazione	0	0	2
iniziative	0	0	1
comunitario	0	0	1
libro	0	0	1
romanista	0	0	1
artigianato	0	0	1
aristocrazia	0	0	1
popolazioni	0	0	1
taleban	0	0	3
purista	0	0	1
romanziere	0	0	1
protagonista	0	0	1
figure	0	0	1
autorità	0	0	1
neutralismo	0	0	4
vampiri	0	0	1
presentatore	0	0	2
quiz	0	0	1
idolo	0	0	1
mitologia	0	0	1
scuola	0	0	2
avvocati	0	0	1
innesto	0	0	1
registi	0	0	2
tifosi	0	0	1
alienazione	0	0	1
donatori	0	0	2
era	0	0	1
canadesi	0	0	2
risorgimento	0	0	2
esperti	0	0	1
centralizzazione	0	0	1
evoluzionismo	0	0	1
femministe	0	0	1
untore	0	0	1
leone	0	0	1
democrazia	0	0	2
pigrizia	0	0	1
ultrà	0	0	1
gnosticismo	0	0	6
killer	0	0	1
produzioni	0	0	1
gospel	0	0	1
relativismo	0	0	1
vip	0	0	1
rivista	0	0	1
mistici	0	0	3
satanismo	0	0	6
moderato	0	0	2
gemellaggio	0	0	2
specialisti	0	0	1
settore	0	0	1
mercanti	0	0	1
utilizzatore	0	0	1
associato	0	0	1
romana	0	0	1
sinistra	0	0	2
alleanza	0	0	2
commessi	0	0	1
dualismo	0	0	2
volontari	0	0	1
definizioni	0	0	1
critica	0	0	1
unità	0	0	1
vergini	0	0	1
morto	0	0	1
produzione	0	0	1
webmaster	0	0	1
buonismo	0	0	1
giunta	0	0	2
ultras	0	0	1
bistrot	0	0	1
strutturalismo	0	0	1
carcerato	0	0	2
gay	0	0	3
animatori	0	0	1
madrina	0	0	2
successo	0	0	1
detentore	0	0	1
monarca	0	0	2
colonial	0	0	1
colombiano	0	0	1
albergatori	0	0	1
amichevole	0	0	1
diocesi	0	0	1
guerre	0	0	1
terzo	0	0	1
coinquilini	0	0	1
offerta	0	0	1
secessionisti	0	0	1
unione	0	0	1
leadership	0	0	1
cacciatore	0	0	1
cattolico	0	0	1
giurista	0	0	1
nonne	0	0	1
eroina	0	0	1
professoressa	0	0	1
chirurgo	0	0	1
swing	0	0	1
medievali	0	0	1
collaborazione	0	0	1
ulivismo	0	0	1
medioevo	0	0	1
articolo	0	0	1
strumento	0	0	1
tradizione	0	0	1
pmi	0	0	1
laboratorio	0	0	1
diritto	0	0	1
centro	0	0	1
articoli	0	0	3
argomento	0	0	1
patriarca	0	0	2
attributo	0	0	1
segmenti	0	0	1
inserimento	0	0	1
potere	0	0	1
dottorati	0	0	1
punica	0	0	1
gestione	0	0	1
biblioteca	0	0	1
organismi	0	0	1
coordinamento	0	0	1
analfabeta	0	0	1
ciclisti	0	0	1
clan	0	0	1
genere	0	0	1
pescatori	0	0	1
rilievi	0	0	1
servizi	0	0	2
religione	0	0	1
ammiraglio	0	0	1
perito	0	0	3
buonisti	0	0	1
registe	0	0	1
