NOUN	WIKICONLL	ITWAC	REPUBBLICA
ustascia	1	2	0
vocalist	16	22	0
nome	1	1	0
internati	7	22	0
imperiali	1	0	0
circoscrizione	5	0	0
provincia	5	4	0
facoltà	1	1	0
duran	1	0	0
sacerdotessa	1	1	0
king	1	1	0
velivoli	1	1	0
spalla	4	0	0
yes	2	0	0
cdl	3	3	0
imprenditori	1	3	0
scalo	1	2	0
servitori	1	0	0
verdi	1	1	0
red	1	0	0
capitani	3	0	0
fantino	2	0	0
cotonificio	7	6	0
marca	2	0	0
eroi	2	4	0
lago	1	2	0
death	1	1	0
amicizia	1	0	0
prostitute	7	14	0
emigrati	1	14	0
divi	1	0	0
festival	1	0	0
maestra	3	0	0
telettra	1	0	0
apprendista	2	4	0
vendicatori	1	0	0
cavaliere	8	2	0
sviluppatori	1	2	0
briganti	1	0	0
cabina	1	2	0
identità	1	1	0
wrestler	6	7	0
bologna	1	0	0
guida	1	1	0
diessini	1	1	0
concorrente	1	4	0
squadre	2	1	0
automatic	1	0	0
consulenti	6	0	0
stabilimenti	4	3	0
chiese	1	0	0
uffici	4	12	0
falegnameria	1	9	0
theatre	1	0	0
chrysler	1	0	0
contee	2	0	0
doppiatore	1	0	0
reggino	1	0	0
leghisti	1	2	0
cerimoniere	1	0	0
duca	1	3	0
ospiti	1	1	0
cave	1	12	0
gi	1	0	0
edifici	1	1	0
emittente	1	0	0
publitalia	2	0	0
piemme	1	0	0
grand	1	0	0
refettorio	4	1	0
cavalieri	3	1	0
club	2	0	0
francesi	1	0	0
chiostro	4	3	0
parrocchiani	1	2	0
ferriere	1	1	0
professoressa	1	0	0
ingresso	1	0	0
marinai	2	2	0
museo	2	3	0
parroci	1	1	0
disabilità	1	1	0
scuderie	4	21	0
reporter	2	1	0
femmina	1	0	0
saint	1	0	0
podestà	1	1	0
biglietteria	1	0	0
cucina	2	2	0
aol	1	0	0
purple	1	0	0
serie	1	1	0
conduttori	1	0	0
cacciatori	1	2	0
orchid	1	0	0
rabbino	1	5	0
ppi	1	5	0
miglioristi	1	0	0
erede	1	0	0
prefettura	1	0	0
ospizio	3	3	0
usaf	8	0	0
raf	7	0	0
norvegesi	1	0	0
pakistani	1	0	0
luftwaffe	5	0	0
baroni	1	5	0
municipio	1	9	0
cattedrali	1	0	0
us	9	0	0
repubblicano	2	4	0
fisico	1	1	0
giardino	2	2	0
ferrovie	1	3	0
osservatorio	1	0	0
cristiani	1	2	0
record	1	0	0
luogotenente	4	6	0
sigla	1	0	0
usa	2	0	0
guerriero	1	0	0
letterina	1	19	0
gf	1	1	0
bus	1	0	0
macello	1	26	0
material	1	0	0
lager	2	2	0
lover	1	0	0
valuta	1	0	0
frequentatori	1	0	0
fab	1	0	0
udr	2	0	0
gangster	1	1	0
brigadieri	1	0	0
utenti	2	12	0
brigate	2	0	0
no	1	1	0
riserva	1	4	0
ninja	2	0	0
stato	6	5	0
sacerdoti	5	2	0
dalmazia	1	0	0
associati	1	0	0
missionario	1	1	0
buono	1	0	0
patrimonio	1	0	0
centro	3	16	0
complesso	1	4	0
carabinieri	4	5	0
cotral	1	0	0
protettore	4	5	0
distretto	3	1	0
demone	1	27	0
somalia	2	0	0
armatore	2	0	0
volontari	1	24	0
fl	1	0	0
agip	1	0	0
palude	1	0	0
tiratore	1	0	0
contea	2	0	0
danzatore	2	1	0
regioni	1	0	0
river	1	0	0
ordine	1	0	0
label	1	0	0
medicine	1	0	0
mister	1	0	0
milizia	1	2	0
ms	1	0	0
nazionali	1	0	0
guardiani	2	0	0
cagliari	1	0	0
mutante	2	0	0
piscine	1	0	0
montedison	4	0	0
rocker	1	1	0
abbazia	3	2	0
frutteto	1	0	0
compagnie	1	0	0
avio	3	0	0
leggenda	1	0	0
macelli	1	10	0
sciatore	1	0	0
tribuno	3	1	0
linee	3	0	0
le	1	1	0
trafficante	1	0	0
barbieri	3	0	0
cuore	1	1	0
ranger	2	1	0
apostolo	1	0	0
ricovero	1	0	0
borghi	1	0	0
lazzaretto	1	0	0
scagnozzo	4	0	0
cacciatore	4	10	0
superiore	1	0	0
internato	1	4	0
torrente	1	0	0
cartiera	2	2	0
sinagoga	5	1	0
cantina	2	4	0
torre	1	1	0
alcova	1	0	0
cecchino	1	0	0
models	1	0	0
autostrade	1	0	0
produttore	2	6	0
soprintendente	1	0	0
secondino	1	1	0
predicatore	1	0	0
small	1	0	0
delegazioni	1	1	0
aristocratico	1	0	0
conservatorio	2	0	0
tutore	1	3	0
mickey	1	0	0
discarica	1	1	0
schiava	1	2	0
religiosi	1	0	0
ministre	1	2	0
cantine	1	0	0
ciclista	4	9	0
sciamano	1	0	0
fratelli	1	4	0
lion	2	0	0
art.	2	0	0
gesuiti	1	2	0
camerati	1	18	0
forti	1	1	0
classe	2	4	0
nuovo	2	1	0
brigadiere	3	1	0
ferrarista	1	1	0
gladiatore	2	1	0
bimbo	1	0	0
dominio	2	0	0
cosmos	1	0	0
produttori	1	0	0
college	1	0	0
quadreria	1	0	0
trofeo	1	0	0
galleria	2	2	0
addestratore	1	2	0
frazioni	2	0	0
valdarno	1	0	0
magazziniere	1	0	0
volontaria	1	1	0
voti	1	4	0
possesso	1	0	0
belghe	1	0	0
piranha	1	0	0
poliziotta	1	0	0
musulmani	1	0	0
anfiteatro	1	0	0
mercato	1	10	0
subordinati	1	0	0
compagnia	3	2	0
ilva	3	1	0
torturatore	1	0	0
ds	3	2	0
tubi	1	0	0
locali	2	1	0
abarth	1	0	0
pretori	1	3	0
conca	1	0	0
jedi	1	10	0
anarchico	2	3	0
fisici	1	1	0
cannoniere	1	0	0
inter	1	1	0
nhl	4	3	0
np	1	0	0
custodi	1	0	0
abitazione	1	1	0
chirurgo	1	0	0
distretti	6	0	0
druido	1	0	0
pretura	2	8	0
carrozzeria	1	0	0
golfista	2	0	0
mercenario	1	3	0
pirata	4	2	0
patrono	1	0	0
baritono	1	2	0
miliziani	1	10	0
ferrovia	1	4	0
aristocratici	2	0	0
legionari	1	3	0
diocesi	2	0	0
reggente	2	2	0
general	1	0	0
sicario	1	0	0
lottatore	2	6	0
datore	1	14	0
signori	1	2	0
human	1	0	0
zecca	1	0	0
formula	1	0	0
centrocampista	1	9	0
ausiliari	1	0	0
carica	1	0	0
condannato	2	2	0
devoti	1	4	0
san	1	0	0
emeroteca	1	0	0
salone	1	1	0
bey	1	0	0
prato	1	0	0
officine	1	13	0
cirielli	1	30	0
saletta	3	0	0
nobili	3	4	0
clamp	1	0	0
jugoslavo	1	3	0
lege	2	93	0
fermata	1	0	0
elementi	1	0	0
ghetto	1	0	0
comete	1	2	0
bel	1	0	0
libreria	1	0	0
viva	1	0	0
feudatari	2	2	0
installazione	1	0	0
petroliere	1	0	0
studio	2	2	0
reattore	1	0	0
sito	1	2	0
cappuccino	1	0	0
profumeria	2	0	0
minardi	1	0	0
ordinanza	3	1	0
rappresentanti	1	0	0
motociclista	1	2	0
truffatore	1	1	0
dispensa	1	2	0
regista	1	6	0
bancaria	1	0	0
ebreo	1	1	0
asilo	1	12	0
baikal	3	0	0
artista	1	0	0
regnante	1	0	0
affiliati	1	0	0
venom	1	0	0
members	1	1	0
ducati	1	2	0
virtus	1	0	0
sa	1	0	0
governante	1	2	0
centri	3	6	0
suocera	1	8	0
schiave	1	0	0
meccanici	1	0	0
sdi	1	0	0
banconota	1	0	0
cavia	1	0	0
justice	1	1	0
cit	1	0	0
ariani	1	0	0
servizio	1	1	0
strega	1	13	0
obitorio	1	1	0
investigatore	1	4	0
lord	1	0	0
capoluogo	1	0	0
amiche	1	0	0
biblioteca	1	7	0
schiavista	1	0	0
clave	1	0	0
nessuno	1	0	0
conservatore	1	0	0
traditore	1	1	0
fornitore	1	0	0
santuario	1	0	0
curatore	1	0	0
frankenstein	1	0	0
influenza	1	0	0
baracca	1	0	0
studentesse	1	4	0
pastificio	1	0	0
vicario	1	0	0
energy	1	0	0
frate	2	1	0
creditore	1	0	0
coinquilino	2	3	0
lanterna	1	0	0
gesuita	1	5	0
rimini	1	0	0
roma	1	0	0
arbitri	1	2	0
titolo	1	0	0
chain	1	0	0
pieve	1	0	0
soubrette	1	7	0
bambino	1	14	0
villaggio	1	3	0
governatori	1	0	0
agricoltore	1	1	0
liceo	1	3	0
strade	1	3	0
idraulico	1	0	0
guardiano	1	2	0
parrocchia	1	3	0
geisha	1	0	0
panathinaikos	1	1	0
informatori	1	0	0
piscina	1	4	0
animatore	1	0	0
progettista	2	0	0
beauty	2	0	0
seminario	1	11	0
cons	1	0	0
suolo	1	0	0
controparte	1	0	0
caccia	1	0	0
sponsor	1	0	0
popolari	1	0	0
core	2	0	0
taker	1	0	0
centurione	1	0	0
zuccherificio	1	4	0
mercante	1	0	0
avversaria	1	0	0
teppisti	1	1	0
titan	1	0	0
list	2	0	0
mondi	1	0	0
birmania	0	18	0
kyuss	0	5	0
company	0	2	0
servo	0	1	0
commessa	0	5	0
contendenti	0	1	0
padre	0	4	0
op	0	17	0
fotografo	0	9	0
former	0	2	0
anarchici	0	5	0
porto	0	4	0
pediatra	0	2	0
sezione	0	8	0
csi	0	14	0
azzurri	0	1	0
testimone	0	4	0
fumatrici	0	3	0
deejay	0	3	0
progetto	0	3	0
cortile	0	1	0
rocket	0	1	0
gendarme	0	1	0
polistrumentista	0	2	0
concorrenti	0	1	0
blade	0	1	0
erasmus	0	6	0
locomotiva	0	3	0
condottiero	0	3	0
conigliette	0	4	0
passeggeri	0	3	0
conduttrice	0	2	0
omi	0	29	0
ccd	0	3	0
direzione	0	1	0
gestione	0	2	0
borsisti	0	12	0
obiettori	0	14	0
pionieri	0	2	0
dopato	0	2	0
birreria	0	15	0
daewoo	0	4	0
carcerieri	0	1	0
coppie	0	5	0
orfanotrofi	0	25	0
lavoratrice	0	1	0
virago	0	3	0
protagoniste	0	1	0
magazzini	0	15	0
pescheria	0	23	0
minoranze	0	3	0
hacker	0	5	0
manifattura	0	9	0
fila	0	1	0
strozzi	0	1	0
graduatorie	0	2	0
detective	0	5	0
my	0	2	0
ottimisti	0	1	0
economia	0	1	0
manovale	0	3	0
far	0	10	0
tecnici	0	30	0
professor	0	1	0
delegato	0	2	0
fumatore	0	28	0
europei	0	1	0
adolescente	0	1	0
mastino	0	69	0
associazioni	0	1	0
giochi	0	4	0
sassofonista	0	1	0
tracciato	0	4	0
fabbriche	0	4	0
maggie	0	1	0
sceneggiatrice	0	2	0
palazzetto	0	6	0
eca	0	4	0
rais	0	7	0
telecomunicazioni	0	1	0
hospital	0	1	0
dipartimento	0	4	0
secondi	0	1	0
indennità	0	8	0
ambientalista	0	3	0
media	0	2	0
categoria	0	6	0
flirt	0	1	0
screaming	0	6	0
persia	0	4	0
pornostar	0	6	0
laico	0	12	0
osservatore	0	12	0
miniere	0	8	0
velina	0	19	0
golgi	0	1	0
mercati	0	7	0
italiano	0	3	0
publisher	0	3	0
regia	0	1	0
liceali	0	8	0
gladiatori	0	1	0
lavoratore	0	4	0
m	0	2	0
carità	0	1	0
festività	0	41	0
prefetti	0	8	0
convenzione	0	27	0
feudatario	0	1	0
balia	0	2	0
chitarra	0	3	0
regie	0	1	0
laboratorio	0	3	0
centrali	0	10	0
università	0	1	0
personale	0	1	0
harlem	0	1	0
micio	0	1	0
hole	0	5	0
sindone	0	1	0
leasing	0	1	0
scassinatore	0	3	0
hooligan	0	2	0
sceneggiatori	0	1	0
lazzaroni	0	7	0
banda	0	3	0
naufraghi	0	2	0
inceneritore	0	3	0
camera	0	4	0
cor	0	1	0
cop	0	1	0
ps	0	3	0
massoni	0	1	0
cuoco	0	6	0
tempore	0	7	0
laguna	0	1	0
dio	0	2	0
japan	0	1	0
clero	0	2	0
veline	0	18	0
delinquenti	0	1	0
lire	0	12	0
arcivescovo	0	1	0
bibliotecari	0	2	0
osservatori	0	3	0
demoni	0	9	0
promesse	0	2	0
industriali	0	2	0
bagnina	0	6	0
ditta	0	8	0
provveditorato	0	11	0
smashing	0	5	0
work	0	1	0
staff	0	2	0
mensa	0	5	0
connazionale	0	4	0
colosso	0	3	0
documentarista	0	2	0
noleggio	0	9	0
utente	0	8	0
fondo	0	4	0
postini	0	2	0
olio	0	2	0
ceo	0	5	0
francese	0	1	0
zoo	0	6	0
tifoso	0	1	0
lavoratrici	0	3	0
modello	0	5	0
precario	0	2	0
laboratori	0	8	0
mediatore	0	2	0
moschea	0	2	0
europarlamentare	0	4	0
magneti	0	3	0
gestori	0	4	0
minor	0	1	0
dag	0	1	0
proletariato	0	4	0
provveditorati	0	13	0
daytona	0	1	0
cowboy	0	2	0
impianto	0	5	0
p	0	2	0
consiglio	0	5	0
ginnasta	0	1	0
vigili	0	3	0
lounge	0	3	0
sinapsi	0	1	0
ordinovisti	0	8	0
camerata	0	2	0
dg	0	4	0
stampatori	0	1	0
monarchia	0	1	0
dive	0	1	0
comunità	0	1	0
style	0	1	0
caratterista	0	2	0
fragole	0	2	0
esposti	0	7	0
rockstar	0	2	0
terza	0	1	0
finsiel	0	2	0
zaino	0	1	0
custode	0	1	0
mandatario	0	1	0
istituti	0	7	0
lavoro	0	6	0
farmacista	0	3	0
gdr	0	1	0
odontotecnico	0	3	0
skinhead	0	1	0
monete	0	1	0
addetti	0	10	0
tute	0	2	0
ricoveri	0	1	0
inquilina	0	3	0
istituzioni	0	2	0
guerriglia	0	1	0
fantasy	0	1	0
coinquilini	0	7	0
juventina	0	1	0
forzati	0	36	0
rifugiati	0	1	0
camorrista	0	1	0
foresta	0	2	0
imperialismo	0	2	0
bolide	0	1	0
apprendisti	0	2	0
rasta	0	2	0
codino	0	8	0
arrampicatore	0	3	0
nova	0	1	0
quadro	0	1	0
giurati	0	1	0
drone	0	1	0
droni	0	2	0
borg	0	1	0
account	0	1	0
proconsole	0	1	0
leaders	0	1	0
riforma	0	1	0
nunzio	0	1	0
canale	0	1	0
loggia	0	1	0
bad	0	2	0
meta	0	2	0
scuderia	0	2	0
peschereccio	0	1	0
popolo	0	1	0
sessuologa	0	1	0
mm	0	2	0
protettorato	0	5	0
invasori	0	2	0
tiro	0	1	0
police	0	4	0
cult	0	1	0
consumatori	0	2	0
speaker	0	2	0
cattolico	0	1	0
bottega	0	2	0
lettore	0	3	0
isef	0	5	0
posto	0	1	0
dead	0	2	0
abusi	0	1	0
mega	0	1	0
scisma	0	5	0
circoscrizioni	0	1	0
starlet	0	3	0
docenti	0	2	0
byrds	0	4	0
rapper	0	1	0
stuntman	0	3	0
profughi	0	2	0
falange	0	3	0
vj	0	3	0
parco	0	2	0
turista	0	1	0
lavanderia	0	8	0
vincitore	0	2	0
bimba	0	1	0
chef	0	2	0
asili	0	1	0
bidello	0	3	0
giunta	0	1	0
teppista	0	7	0
profeta	0	1	0
tedeschi	0	1	0
corona	0	1	0
giacobino	0	2	0
allenatori	0	3	0
biker	0	4	0
living	0	1	0
vicini	0	2	0
madre	0	1	0
bionda	0	2	0
traduttrice	0	1	0
posizione	0	2	0
biologo	0	1	0
arancia	0	2	0
laziale	0	6	0
mar	0	1	0
gallerie	0	4	0
senatrice	0	2	0
partecipanti	0	2	0
automobilista	0	1	0
cnr	0	3	0
polemista	0	1	0
comico	0	1	0
modelli	0	1	0
campeggio	0	1	0
qualifiche	0	7	0
serre	0	2	0
deroghe	0	1	0
lavori	0	2	0
palavobis	0	4	0
reference	0	5	0
bibliotecario	0	3	0
spiaggia	0	1	0
spazi	0	1	0
potenti	0	1	0
team	0	1	0
vampiro	0	3	0
ateneo	0	1	0
tribunale	0	6	0
emigrante	0	2	0
morti	0	1	0
bianconero	0	2	0
ragazzino	0	2	0
co.co.co	0	5	0
gentiluomo	0	1	0
presidentessa	0	2	0
antille	0	2	0
esistenza	0	1	0
mtv	0	2	0
producer	0	1	0
spacciatore	0	1	0
commissaria	0	5	0
mozione	0	3	0
acrobata	0	1	0
piazza	0	1	0
magistero	0	7	0
inquisizione	0	1	0
body	0	1	0
pressione	0	1	0
borsista	0	5	0
ministra	0	7	0
autonomia	0	1	0
titolarità	0	10	0
presidenza	0	1	0
esperienze	0	1	0
priore	0	4	0
dj	0	3	0
elite	0	2	0
agenzie	0	2	0
aiuti	0	1	0
worldcom	0	2	0
maoista	0	2	0
benelli	0	2	0
mezzadri	0	2	0
capra	0	2	0
infermeria	0	1	0
insediamenti	0	1	0
posti	0	2	0
gim	0	1	0
chievo	0	1	0
vivaio	0	4	0
raffinerie	0	1	0
sesso	0	3	0
locanda	0	1	0
minorenni	0	5	0
prove	0	1	0
bardi	0	1	0
principessa	0	1	0
soka	0	3	0
dream	0	1	0
guerra	0	2	0
cinodromo	0	6	0
pomeriggio	0	1	0
caffaro	0	1	0
struttura	0	1	0
signor	0	2	0
ragazzini	0	2	0
cska	0	1	0
baath	0	2	0
playboy	0	2	0
bunker	0	1	0
fondazione	0	1	0
alloggi	0	1	0
ruolo	0	2	0
nemiche	0	1	0
satanista	0	1	0
mano	0	1	0
cuochi	0	1	0
titoli	0	1	0
gregari	0	2	0
programmatori	0	2	0
governi	0	1	0
abate	0	3	0
cargo	0	1	0
nomi	0	1	0
baathisti	0	10	0
costola	0	2	0
collocamento	0	1	0
sol	0	1	0
benedettino	0	4	0
stasi	0	5	0
menestrello	0	2	0
sorella	0	1	0
alunne	0	9	0
commissione	0	1	0
autore	0	2	0
monasteri	0	2	0
editorialista	0	3	0
informatica	0	3	0
randagi	0	1	0
massone	0	3	0
enel	0	4	0
it	0	1	0
gatto	0	4	0
elettricista	0	1	0
polimeri	0	1	0
polimero	0	1	0
leoni	0	2	0
cineforum	0	2	0
letto	0	3	0
giacobini	0	1	0
disposizione	0	1	0
rivista	0	1	0
devoto	0	4	0
domicilio	0	1	0
invasore	0	1	0
a	0	2	0
tensione	0	1	0
cyborg	0	1	0
capofila	0	3	0
missionari	0	3	0
emergenza	0	2	0
prati	0	1	0
alberghi	0	1	0
om	0	2	0
cattolici	0	3	0
christmas	0	1	0
belga	0	1	0
viadotto	0	4	0
pagliaccio	0	1	0
nemesi	0	1	0
metallari	0	1	0
trio	0	1	0
frontiera	0	1	0
mercatino	0	1	0
ottimista	0	2	0
malatesta	0	1	0
magic	0	1	0
secondo	0	2	0
registi	0	1	0
autorità	0	1	0
anoressiche	0	2	0
viaggiatori	0	1	0
serravalle	0	7	0
nuora	0	4	0
sahara	0	3	0
operatore	0	1	0
becchino	0	2	0
fenomeno	0	1	0
allevatore	0	2	0
polmone	0	2	0
abbonato	0	2	0
led	0	1	0
credito	0	1	0
chief	0	1	0
astro	0	3	0
maggiordomo	0	2	0
e	0	2	0
relatrice	0	2	0
global	0	1	0
mandarini	0	2	0
folletto	0	1	0
dogana	0	5	0
costituzione	0	1	0
favorito	0	1	0
squadristi	0	3	0
acquario	0	2	0
beneficiari	0	1	0
ensemble	0	2	0
maccabi	0	1	0
fonico	0	1	0
president	0	2	0
vianini	0	1	0
granata	0	2	0
feudi	0	1	0
mannequin	0	2	0
regolarizzazione	0	2	0
panificio	0	3	0
neurone	0	1	0
costo	0	1	0
vedova	0	1	0
vulcano	0	3	0
corsisti	0	14	0
frattura	0	1	0
golpisti	0	4	0
criminologo	0	1	0
dono	0	1	0
progressista	0	3	0
pere	0	1	0
soggiorno	0	1	0
industriale	0	1	0
joker	0	1	0
fiume	0	6	0
forno	0	1	0
oasi	0	1	0
conduzione	0	1	0
sport	0	10	0
ispettorato	0	4	0
trasporti	0	1	0
alcolista	0	15	0
plasma	0	1	0
procura	0	5	0
causa	0	1	0
sangue	0	1	0
formazione	0	1	0
point	0	1	0
hobbit	0	3	0
mostra	0	2	0
abitante	0	2	0
coop	0	1	0
blog	0	3	0
holding	0	1	0
tesoro	0	2	0
parmense	0	3	0
scenari	0	1	0
pasticceria	0	1	0
verde	0	3	0
pubblicitario	0	1	0
ulivista	0	1	0
guidatore	0	2	0
cucciolo	0	2	0
weimar	0	1	0
sale	0	1	0
factory	0	4	0
mutua	0	1	0
avvocati	0	3	0
architetti	0	3	0
fante	0	2	0
fattoria	0	1	0
nerd	0	1	0
itc	0	2	0
performer	0	2	0
parrucchiera	0	2	0
meteora	0	1	0
gnocchi	0	1	0
cortina	0	3	0
prussia	0	1	0
legge	0	15	0
contingenti	0	1	0
td	0	1	0
rage	0	1	0
lavatoio	0	1	0
mangiafuoco	0	2	0
caffetteria	0	2	0
driver	0	1	0
acciaieria	0	1	0
udinese	0	3	0
responsabili	0	3	0
separatista	0	1	0
bagno	0	1	0
autori	0	2	0
pensionato	0	1	0
mangiamorte	0	5	0
testimoni	0	2	0
piattaforma	0	1	0
giardini	0	2	0
box	0	3	0
basi	0	3	0
suddito	0	1	0
regimi	0	1	0
lettere	0	2	0
scienze	0	1	0
geografia	0	1	0
fondi	0	1	0
ciel	0	1	0
make	0	1	0
condomini	0	1	0
insegna	0	1	0
pusher	0	1	0
obiettore	0	3	0
bat	0	1	0
k	0	1	0
coscienza	0	1	0
volontario	0	2	0
templari	0	1	0
pierino	0	1	0
montatore	0	1	0
serial	0	1	0
marelli	0	1	0
dittatori	0	1	0
bacino	0	2	0
scienziati	0	2	0
ciclisti	0	2	0
belligerante	0	1	0
pregiudicato	0	1	0
ricercatrice	0	1	0
volontariato	0	1	0
sudtirolo	0	1	0
netscape	0	1	0
commesso	0	1	0
sposi	0	4	0
mps	0	1	0
transilvania	0	2	0
consorzi	0	1	0
chiesetta	0	4	0
livornese	0	1	0
lettrice	0	2	0
organi	0	3	0
pallone	0	2	0
sorvegliante	0	1	0
consigliera	0	1	0
blogger	0	3	0
pellegrini	0	2	0
neo	0	2	0
domini	0	1	0
sistema	0	2	0
moto	0	3	0
supereroi	0	1	0
tirocinanti	0	2	0
fax	0	1	0
integralisti	0	1	0
tdg	0	6	0
ladri	0	3	0
condominio	0	1	0
dea	0	1	0
teenager	0	1	0
duce	0	1	0
colonialisti	0	2	0
subacquei	0	1	0
squatter	0	2	0
gun	0	2	0
nazionalisti	0	1	0
paradisi	0	1	0
aula	0	3	0
gallerista	0	1	0
chat	0	1	0
showgirl	0	2	0
inviato	0	3	0
muro	0	1	0
portafogli	0	1	0
spasimante	0	2	0
concittadini	0	1	0
valori	0	1	0
manga	0	3	0
frontalieri	0	4	0
finanza	0	2	0
ferrovieri	0	4	0
boy	0	1	0
caporale	0	1	0
controllore	0	2	0
novità	0	1	0
country	0	2	0
liberal	0	1	0
sas	0	2	0
sperimentazione	0	1	0
rettori	0	2	0
formatori	0	1	0
odontoiatra	0	1	0
tata	0	1	0
cannibale	0	1	0
monaca	0	1	0
promotore	0	3	0
cella	0	2	0
nets	0	1	0
fiorentino	0	1	0
imola	0	2	0
puttana	0	1	0
quattordicenni	0	1	0
siti	0	1	0
cartiere	0	3	0
capolista	0	3	0
tutor	0	1	0
pa	0	1	0
psichiatra	0	4	0
omonimo	0	1	0
sacro	0	1	0
olimpionico	0	1	0
allevatori	0	1	0
kamikaze	0	1	0
still	0	1	0
fanti	0	1	0
mr	0	2	0
imbarcazione	0	2	0
strutture	0	2	0
banco	0	2	0
cieco	0	2	0
blur	0	1	0
attenzione	0	1	0
batteria	0	2	0
batterie	0	1	0
ina	0	2	0
streghe	0	1	0
eagle	0	1	0
corrente	0	1	0
gendarmi	0	2	0
romana	0	1	0
incubo	0	2	0
marocchino	0	1	0
mattarello	0	2	0
carnefice	0	1	0
ispettori	0	1	0
ussl	0	4	0
finance	0	1	0
vol	0	1	0
monte	0	1	0
ribellione	0	3	0
cetra	0	1	0
ad	0	1	0
ater	0	1	0
fede	0	1	0
fattorie	0	1	0
dr	0	1	0
impianti	0	3	0
cortona	0	1	0
andreottiani	0	1	0
lupo	0	1	0
bonelli	0	4	0
ipsia	0	1	0
reclusi	0	1	0
single	0	2	0
attivisti	0	1	0
correntista	0	1	0
z	0	3	0
s	0	1	0
graduatoria	0	1	0
estimatore	0	1	0
proporzionalista	0	1	0
europeista	0	1	0
contratto	0	1	0
acna	0	1	0
boyfriend	0	3	0
casalinga	0	1	0
polenghi	0	1	0
possibilità	0	1	0
censore	0	1	0
reparto	0	2	0
player	0	1	0
matricole	0	1	0
fumettista	0	2	0
rimborso	0	1	0
assegnazione	0	1	0
salernitano	0	2	0
protocollo	0	1	0
neologismo	0	1	0
usuraio	0	1	0
modelle	0	1	0
ciellino	0	1	0
matematico	0	1	0
foglio	0	1	0
fanatici	0	1	0
debitori	0	1	0
studi	0	1	0
commi	0	4	0
duro	0	1	0
baraccopoli	0	1	0
palestra	0	2	0
cogne	0	1	0
hangar	0	1	0
patrioti	0	2	0
porno	0	1	0
comprensori	0	1	0
hackers	0	1	0
mura	0	1	0
affidamenti	0	2	0
correnti	0	1	0
amministrazione	0	2	0
scissione	0	1	0
libri	0	1	0
dilettante	0	1	0
duellanti	0	2	0
r	0	1	0
futuro	0	1	0
podista	0	2	0
pontremoli	0	1	0
alpino	0	1	0
archivista	0	3	0
policlinico	0	1	0
laureati	0	1	0
opificio	0	2	0
parassiti	0	2	0
général	0	1	0
macellaio	0	2	0
height	0	1	0
palle	0	1	0
zombies	0	1	0
desaparecidos	0	1	0
obesi	0	1	0
banditi	0	2	0
psicoterapeuta	0	1	0
bambola	0	2	0
canapificio	0	6	0
addetto	0	2	0
byrd	0	1	0
iena	0	4	0
circle	0	1	0
madonna	0	1	0
obbligo	0	2	0
fassa	0	1	0
istrione	0	2	0
organizzatore	0	1	0
bottiglie	0	2	0
risparmiatori	0	1	0
nolo	0	2	0
timpani	0	1	0
embrione	0	1	0
segr	0	1	0
raffineria	0	1	0
all	0	1	0
divisioni	0	1	0
divisione	0	3	0
giacca	0	1	0
dipendenze	0	1	0
inserviente	0	1	0
discariche	0	1	0
prigioni	0	1	0
gobbo	0	2	0
moviola	0	1	0
carriera	0	5	0
dilettanti	0	2	0
baluardo	0	2	0
universitari	0	1	0
auto	0	1	0
animals	0	3	0
asl	0	1	0
cfr	0	1	0
rpr	0	1	0
udf	0	1	0
saline	0	2	0
man	0	1	0
album	0	1	0
padrona	0	3	0
milanesi	0	1	0
free	0	1	0
scenografo	0	1	0
premio	0	1	0
idonei	0	1	0
tempo	0	8	0
obiettivo	0	1	0
creditori	0	1	0
nobile	0	2	0
up	0	1	0
cadavere	0	2	0
sedicenni	0	1	0
comando	0	1	0
pollaio	0	1	0
operatori	0	2	0
reparti	0	2	0
celle	0	1	0
phoenix	0	2	0
comica	0	1	0
borgo	0	1	0
giustiziere	0	1	0
saeco	0	2	0
corporazione	0	1	0
pascoli	0	2	0
kula	0	1	0
capitolo	0	1	0
spazio	0	1	0
collettivo	0	1	0
interventisti	0	1	0
riformisti	0	1	0
richiedente	0	1	0
dispensario	0	4	0
ufologo	0	1	0
conegliano	0	1	0
vodafone	0	1	0
firmatario	0	1	0
machine	0	1	0
peccatore	0	2	0
negozio	0	1	0
soft	0	1	0
maternità	0	1	0
anti	0	1	0
regione	0	1	0
commercialista	0	1	0
industria	0	1	0
corpo	0	1	0
goto	0	1	0
abitazioni	0	2	0
running	0	1	0
tabella	0	1	0
depresso	0	1	0
coro	0	1	0
liceale	0	1	0
stream	0	1	0
operation	0	1	0
servizi	0	3	0
legal	0	1	0
generation	0	1	0
digital	0	1	0
stagisti	0	1	0
bambine	0	1	0
femme	0	2	0
consumatore	0	1	0
credenti	0	2	0
avanguardisti	0	1	0
polo	0	1	0
smoker	0	1	0
primavera	0	1	0
soul	0	1	0
drummer	0	1	0
propaganda	0	1	0
queens	0	1	0
inquisiti	0	1	0
cus	0	1	0
difetti	0	1	0
gollista	0	1	0
brun	0	2	0
supporter	0	1	0
wwf	0	2	0
progetti	0	1	0
soldi	0	1	0
ubriaco	0	2	0
torri	0	1	0
mendicante	0	1	0
vita	0	1	0
mambo	0	1	0
disc	0	1	0
ultrà	0	1	0
geologo	0	1	0
metano	0	1	0
pres	0	3	0
aspettativa	0	1	0
