NOUN	WIKICONLL	ITWAC	REPUBBLICA
condizione	0	3	0
concordato	0	1	0
mix	0	1	0
giro	0	2	0
flop	0	1	0
uragano	0	3	0
repubblicano	0	1	0
spazzatura	0	1	0
colonna	0	1	0
professionismo	0	2	0
sovietismo	0	1	0
cocktail	0	1	0
com	0	1	0
rito	0	1	0
trappola	0	1	0
avviamento	0	1	0
meditazione	0	1	0
zombi	0	1	0
sorpresa	0	1	0
connessione	0	1	0
americani	0	1	0
apostoli	0	1	0
embargo	0	1	0
acceleratore	0	1	0
down	0	1	0
cocaina	0	1	0
game	0	1	0
sismi	0	2	0
esami	0	3	0
ratifica	0	1	0
operazioni	0	2	0
ambientazione	0	1	0
varicella	0	3	0
esodo	0	2	0
rumori	0	1	0
band	0	1	0
implicazione	0	1	0
sinapsi	0	3	0
doctor	0	1	0
categoria	0	1	0
mattinata	0	1	0
rilascio	0	1	0
queen	0	1	0
video	0	3	0
woodstock	0	1	0
pareggio	0	1	0
secrezione	0	1	0
cartoon	0	1	0
fotografia	0	1	0
omicidi	0	1	0
arresto	0	1	0
rockers	0	1	0
conference	0	2	0
scandalo	0	1	0
effetto	0	1	0
present	0	1	0
religione	0	1	0
spesa	0	1	0
tirannia	0	1	0
manierismo	0	2	0
ascolto	0	1	0
ipo	0	1	0
latina	0	1	0
prescrizione	0	1	0
pensione	0	1	0
visioni	0	1	0
narrazione	0	4	0
elusione	0	1	0
copertura	0	1	0
libertà	0	1	0
clonazione	0	1	0
inquinamento	0	1	0
hop	0	1	0
mi	0	1	0
edit	0	2	0
bossa	0	1	0
reattore	0	1	0
estrazione	0	1	0
accoppiamento	0	1	0
femministi	0	1	0
legislazione	0	1	0
luglio	0	1	0
premiazione	0	1	0
adeguamento	0	2	0
civiltà	0	1	0
svuotamento	0	1	0
triennio	0	2	0
compressione	0	3	0
ombra	0	2	0
costituzione	0	3	0
horror	0	1	0
sceneggiata	0	1	0
capitale	0	1	0
tragedie	0	1	0
teenager	0	1	0
sesso	0	1	0
azionista	0	1	0
sfruttamento	0	1	0
immigrazione	0	1	0
decentramento	0	1	0
harry	0	2	0
noviziato	0	1	0
avventure	0	1	0
blackout	0	1	0
tecnologia	0	1	0
exposition	0	2	0
operating	0	1	0
ontologia	0	1	0
assemblea	0	1	0
fango	0	1	0
emerson	0	1	0
ddr	0	2	0
pasto	0	3	0
nord	0	1	0
depilazione	0	4	0
sterilizzazione	0	1	0
secessionista	0	1	0
corteo	0	1	0
virus	0	1	0
sconfitta	0	1	0
millennium	0	1	0
impero	0	1	0
doping	0	1	0
paesaggio	0	1	0
promozione	0	1	0
iscrizione	0	1	0
irradiazione	0	1	0
liceo	0	1	0
illuminista	0	1	0
astrazione	0	1	0
coordinazione	0	1	0
diluvio	0	1	0
dandy	0	1	0
cannibale	0	1	0
liberalismo	0	1	0
bombe	0	1	0
monopolio	0	1	0
cognitivismo	0	1	0
panettone	0	1	0
bombardamenti	0	1	0
proiezione	0	1	0
saga	0	1	0
flight	0	1	0
controriforma	0	1	0
associazione	0	1	0
maturazione	0	1	0
radioterapia	0	1	0
arrivo	0	1	0
modifica	0	1	0
country	0	1	0
crimine	0	1	0
tassi	0	1	0
saggio	0	1	0
ms	0	2	0
delirio	0	1	0
giubileo	0	1	0
concetti	0	1	0
percorso	0	1	0
epurazione	0	1	0
offerta	0	2	0
incarico	0	1	0
aggiornamento	0	1	0
camerata	0	2	0
patriarcato	0	1	0
uomini	0	1	0
privatizzazioni	0	1	0
diaspora	0	1	0
negoziazione	0	1	0
metallari	0	1	0
cessione	0	1	0
monsone	0	2	0
rage	0	1	0
assistenzialismo	0	1	0
singolarità	0	2	0
editing	0	1	0
sales	0	1	0
papocchio	0	1	0
disinfezione	0	3	0
cazzate	0	1	0
indigestione	0	1	0
traumi	0	1	0
fondatore	0	1	0
reality	0	1	0
