NOUN	WIKICONLL	ITWAC	REPUBBLICA
punti	0	1	0
caso	0	1	0
sacerdoti	0	1	0
trojan	0	2	0
furbi	0	1	0
madre	0	1	0
mappe	0	1	0
principi	0	1	0
inchieste	0	1	0
dualismo	0	1	0
commedia	0	1	0
demonio	0	1	0
destinatario	0	1	0
appassionati	0	1	0
casi	0	1	0
barca	0	1	0
traguardi	0	1	0
denuncia	0	1	0
interista	0	2	0
caratteri	0	2	0
taglio	0	1	0
inchiesta	0	1	0
pellicola	0	1	0
action	0	1	0
intrattenimento	0	1	0
lezione	0	1	0
fede	0	1	0
poeti	0	1	0
comandanti	0	1	0
topo	0	1	0
assessore	0	1	0
autista	0	1	0
comizio	0	1	0
stroncatura	0	1	0
caffè	0	1	0
comica	0	1	0
fumetto	0	1	0
fratelli	0	1	0
modem	0	1	0
bande	0	1	0
variabile	0	1	0
preferenze	0	1	0
provvedimento	0	1	0
paranoia	0	1	0
leggenda	0	1	0
cowboy	0	1	0
lettera	0	1	0
bollo	0	2	0
topi	0	1	0
quadri	0	1	0
continuity	0	1	0
reggae	0	1	0
risorgimento	0	2	0
arabo	0	1	0
axel	0	1	0
sondaggi	0	1	0
questione	0	1	0
divina	0	1	0
documenti	0	1	0
narrazioni	0	1	0
corso	0	1	0
soggetto	0	1	0
proposte	0	1	0
cronista	0	1	0
flamenco	0	1	0
ovale	0	1	0
cratere	0	1	0
anoressica	0	1	0
famiglia	0	1	0
thrilling	0	1	0
allievo	0	1	0
comicità	0	1	0
dub	0	1	0
obiettivo	0	1	0
interventi	0	1	0
cronache	0	1	0
morte	0	1	0
classicismo	0	1	0
gollista	0	1	0
interessati	0	1	0
regime	0	1	0
sofferenza	0	1	0
escrementi	0	1	0
root	0	3	0
confronto	0	1	0
artigianato	0	1	0
segnale	0	1	0
sovranità	0	1	0
razionalizzazione	0	1	0
seduta	0	1	0
