NOUN	WIKICONLL	ITWAC	REPUBBLICA
boli	0	1	0
fissazione	0	1	0
discovery	0	2	0
dub	0	1	0
deserto	0	1	0
direttiva	0	1	0
sequel	0	1	0
giuria	0	3	0
computer	0	4	0
cicli	0	1	0
quantistica	0	3	0
insegne	0	3	0
attività	0	1	0
interviste	0	3	0
reading	0	1	0
visioni	0	5	0
misura	0	2	0
strutturazione	0	1	0
bop	0	2	0
temporale	0	1	0
possesso	0	3	0
interpretazione	0	2	0
history	0	2	0
tempore	0	1	0
rinnovo	0	1	0
buddhista	0	2	0
now	0	1	0
configurazione	0	3	0
riunioni	0	1	0
consigli	0	2	0
compliance	0	1	0
integrazione	0	4	0
svezzamento	0	2	0
misurazione	0	1	0
creazione	0	2	0
mediazione	0	3	0
persecuzione	0	1	0
omogeneizzazione	0	4	0
sahara	0	2	0
check	0	4	0
canalizzazione	0	1	0
telefono	0	1	0
assembly	0	1	0
girotondi	0	1	0
settembre	0	5	0
alfa	0	1	0
fazione	0	2	0
impatto	0	3	0
spettacolo	0	4	0
entusiasti	0	1	0
breakfast	0	1	0
corteo	0	1	0
trasloco	0	1	0
genitali	0	2	0
tematica	0	1	0
interfaccia	0	2	0
correzione	0	1	0
docking	0	2	0
respirazione	0	1	0
augurio	0	2	0
disposizione	0	8	0
testate	0	1	0
pass	0	2	0
pagamenti	0	1	0
pareri	0	1	0
algebra	0	1	0
titoli	0	3	0
professionalità	0	6	0
coordinazione	0	3	0
aperitivo	0	4	0
sviluppo	0	3	0
muro	0	2	0
feriti	0	1	0
olocausto	0	1	0
emigrazione	0	4	0
compilazione	0	6	0
servizio	0	5	0
authentication	0	4	0
visite	0	4	0
filtri	0	2	0
crimini	0	1	0
reclutamento	0	3	0
movimento	0	1	0
n	0	1	0
doppiaggio	0	3	0
session	0	1	0
meeting	0	4	0
programming	0	1	0
weekend	0	2	0
navigazione	0	1	0
arabo	0	2	0
costruzioni	0	2	0
accoppiamento	0	2	0
impiego	0	4	0
fecondazione	0	3	0
incubazione	0	8	0
elaboratore	0	1	0
festivaliero	0	3	0
arte	0	3	0
rendering	0	2	0
fermento	0	2	0
workshop	0	2	0
ferenza	0	2	0
sale	0	1	0
digitali	0	1	0
catechesi	0	3	0
dinastia	0	2	0
indicizzazione	0	2	0
viz	0	5	0
dominio	0	3	0
scisma	0	1	0
franchista	0	1	0
citazioni	0	2	0
procedimento	0	2	0
edizione	0	4	0
manifestazione	0	4	0
repubblicano	0	2	0
nome	0	2	0
critico	0	1	0
critica	0	1	0
ulivisti	0	1	0
piacentini	0	1	0
version	0	1	0
commiato	0	1	0
orario	0	1	0
renaissance	0	1	0
nanna	0	1	0
contatto	0	6	0
adaptation	0	1	0
margherita	0	1	0
città	0	1	0
liberazione	0	5	0
gioco	0	2	0
prodotti	0	1	0
garanzia	0	1	0
spartizione	0	1	0
briefing	0	1	0
unità	0	1	0
cursore	0	1	0
compromesso	0	2	0
disposizioni	0	4	0
maternità	0	1	0
polemica	0	1	0
design	0	3	0
splatter	0	2	0
impressionisti	0	1	0
precipitazione	0	1	0
appenino	0	2	0
night	0	3	0
out	0	3	0
boucle	0	1	0
festa	0	2	0
verbali	0	2	0
predecessore	0	1	0
azzeramento	0	1	0
dialettica	0	1	0
catastrofe	0	3	0
presentazione	0	1	0
caratterizzazione	0	1	0
focus	0	1	0
appelli	0	1	0
ghiera	0	4	0
professionalizzazione	0	7	0
lavaggio	0	3	0
mit	0	1	0
istituzione	0	1	0
auto	0	1	0
service	0	2	0
moltiplicazione	0	1	0
morale	0	2	0
forum	0	2	0
targeting	0	1	0
lesioni	0	1	0
manierismo	0	1	0
ictus	0	1	0
pranzo	0	3	0
bando	0	3	0
mondo	0	1	0
giunta	0	1	0
sterilizzazione	0	1	0
legalità	0	1	0
escursione	0	1	0
tesi	0	3	0
capacità	0	2	0
pubblicizzazione	0	1	0
immagine	0	2	0
serate	0	2	0
versione	0	1	0
twin	0	1	0
contenuti	0	2	0
eredità	0	1	0
dizione	0	2	0
entrata	0	1	0
coscienza	0	2	0
scansione	0	2	0
professione	0	1	0
opening	0	1	0
dimensionamento	0	2	0
rap	0	1	0
olimpionico	0	1	0
assaggio	0	2	0
determinazioni	0	2	0
vaccinazioni	0	1	0
scolarizzazione	0	3	0
cataclisma	0	1	0
accelerazione	0	1	0
pull	0	1	0
working	0	1	0
qualificazioni	0	2	0
deposito	0	4	0
baseball	0	1	0
origini	0	1	0
audizioni	0	1	0
sito	0	1	0
documenti	0	1	0
promotore	0	1	0
regolamentazione	0	1	0
raffreddamento	0	2	0
guerre	0	1	0
stagnazione	0	2	0
islam	0	1	0
lezioni	0	1	0
piscina	0	1	0
mtv	0	1	0
salari	0	1	0
windows	0	2	0
partecipazione	0	2	0
ospedale	0	2	0
stipendi	0	1	0
discarica	0	2	0
conclusione	0	1	0
veggente	0	2	0
torneo	0	4	0
processi	0	1	0
sport	0	3	0
dialisi	0	2	0
lezione	0	1	0
tecnici	0	1	0
raffinazione	0	1	0
medicazione	0	1	0
portale	0	1	0
reato	0	2	0
informatica	0	1	0
aula	0	1	0
lampo	0	2	0
discipline	0	1	0
vision	0	3	0
tassazione	0	2	0
cubismo	0	1	0
materialismo	0	1	0
pellicola	0	1	0
ulivismo	0	1	0
filter	0	1	0
ricerche	0	1	0
ricevimento	0	1	0
roseto	0	1	0
miccia	0	1	0
abb	0	1	0
successo	0	1	0
inchieste	0	1	0
ciclismo	0	2	0
bloccaggio	0	1	0
campo	0	2	0
validazione	0	1	0
anoressiche	0	1	0
nazioni	0	1	0
autenticazione	0	3	0
market	0	1	0
teenager	0	1	0
disfacimento	0	1	0
vestizione	0	2	0
numero	0	1	0
teoria	0	1	0
ormoni	0	2	0
imposta	0	1	0
emancipazione	0	1	0
affaticamento	0	1	0
wto	0	2	0
battesimo	0	1	0
dirigenza	0	2	0
scritta	0	1	0
stalinismo	0	1	0
elenco	0	1	0
up	0	1	0
fatto	0	1	0
allestimento	0	2	0
aggressione	0	1	0
gel	0	1	0
anno	0	1	0
agonisti	0	1	0
kill	0	1	0
natal	0	1	0
meditazione	0	1	0
costituente	0	1	0
aria	0	1	0
palco	0	1	0
pensiero	0	1	0
preventivo	0	1	0
ristrutturazione	0	1	0
personalità	0	1	0
reinserimento	0	1	0
stampe	0	1	0
esibizione	0	1	0
torri	0	1	0
allineamento	0	1	0
procedura	0	8	0
aggiornamento	0	1	0
atterraggio	0	1	0
potenziale	0	1	0
attentato	0	1	0
calcio	0	1	0
sogno	0	1	0
sportello	0	1	0
scontrino	0	2	0
nostalgia	0	2	0
dati	0	1	0
fabbrica	0	1	0
militarizzazione	0	1	0
cd	0	1	0
regalo	0	1	0
casting	0	1	0
exposition	0	1	0
sessantottini	0	1	0
netscape	0	1	0
oggetto	0	1	0
edema	0	1	0
relatività	0	1	0
proiezioni	0	1	0
culto	0	1	0
figurazioni	0	1	0
orgasmo	0	1	0
telegiornale	0	1	0
play	0	2	0
competizione	0	1	0
penetrazione	0	2	0
acquisizione	0	2	0
lifting	0	1	0
letto	0	1	0
teatro	0	1	0
automatismi	0	1	0
fattura	0	1	0
accredito	0	2	0
script	0	2	0
duello	0	1	0
lumi	0	1	0
espansione	0	1	0
mutazioni	0	1	0
flamenco	0	1	0
jolly	0	1	0
civiltà	0	1	0
conversione	0	1	0
western	0	1	0
imaging	0	1	0
sessioni	0	1	0
critiche	0	1	0
trasferta	0	1	0
formati	0	2	0
alpini	0	1	0
candidature	0	1	0
maggio	0	1	0
persone	0	2	0
peeling	0	1	0
razionalista	0	1	0
censimento	0	1	0
muta	0	1	0
smaltimento	0	1	0
definizioni	0	1	0
benedettino	0	4	0
punti	0	1	0
affido	0	1	0
action	0	1	0
ristrutturazioni	0	1	0
maturazione	0	1	0
romance	0	1	0
umanesimo	0	2	0
espulsione	0	1	0
effetti	0	1	0
collezioni	0	2	0
cura	0	2	0
appennini	0	2	0
colonizzazione	0	1	0
graduatoria	0	1	0
tesseramento	0	1	0
diaspora	0	1	0
ingressi	0	4	0
periodo	0	1	0
edit	0	1	0
polling	0	3	0
stage	0	1	0
tipografia	0	1	0
abbuffata	0	1	0
notte	0	2	0
alfabeto	0	1	0
sapere	0	1	0
incremento	0	5	0
progettualità	0	1	0
insegna	0	1	0
chiamata	0	4	0
resoconto	0	1	0
pet	0	1	0
stress	0	1	0
maratona	0	2	0
fondatore	0	1	0
farmaco	0	1	0
piazza	0	1	0
febbre	0	2	0
avanspettacolo	0	2	0
implementazione	0	3	0
rassegna	0	1	0
depositi	0	1	0
risanamento	0	1	0
summer	0	1	0
fiera	0	1	0
sputtanamento	0	1	0
gold	0	1	0
allarmi	0	1	0
mania	0	1	0
transazione	0	1	0
licenziamento	0	1	0
corleonesi	0	1	0
manifesto	0	1	0
song	0	1	0
pc	0	1	0
eroina	0	1	0
umanità	0	1	0
stiramento	0	1	0
tempesta	0	1	0
lavori	0	1	0
intese	0	1	0
paternità	0	1	0
mambo	0	1	0
commento	0	1	0
atto	0	1	0
incendio	0	1	0
recensioni	0	1	0
tara	0	1	0
becchino	0	1	0
rivestimento	0	1	0
posti	0	1	0
museo	0	1	0
marvel	0	1	0
culture	0	1	0
macchiaioli	0	1	0
writing	0	1	0
chirurgia	0	1	0
university	0	1	0
abbronzatura	0	1	0
sbarco	0	1	0
caccia	0	1	0
nomine	0	1	0
trans	0	1	0
corporate	0	1	0
campionatore	0	1	0
anniversario	0	1	0
cid	0	1	0
